product_code,avg_trend_score
1018677323.0,
1022810403.0,
1022810404.0,
1037416200.0,32.5
1037416201.0,63.33333333333334
1037416205.0,41.07142857142856
1037416270.0,
1037422282.0,11.805555555555554
1037422284.0,
1037422285.0,41.66666666666667
1037442060.0,20.485314804150473
1037442063.0,
1037442065.0,27.712933455117128
1063144400474.0,
1066807502.0,56.49566473988439
1066807503.0,29.65799614643546
1066807519.0,53.726396917148364
1066807524.0,62.99132947976879
1066830104.0,
1066830107.0,
1066830109.0,
1070002152.0,19.90777443052692
1070002440.0,18.33333333333334
1070006080.0,6.386392811296534
1070008813.0,75.0
1070050180.0,35.00000000000001
1070053005.0,52.334879585186755
1070053006.0,41.71802087102937
1070053100.0,66.66666666666666
1070070230.0,21.720038425176384
1070070810.0,55.0
1070080422.0,4.895833333333336
1070080722.0,14.860139860139867
1070080727.0,12.380122057541413
1070080880.0,
1070085840.0,75.0
1090000015.0,50.0
1090000018.0,26.666666666666664
1090000021.0,12.937062937062938
1090000024.0,19.166666666666668
1090000028.0,15.656565656565656
1090000103.0,25.892857142857142
1090000330.0,36.11111111111111
1090000383.0,22.5
1090000504.0,154.16666666666666
1090000510.0,
1090000531.0,
1090008031.0,24.16666666666666
1090027892.0,
1090071335.0,
1090074331.0,22.500000000000004
1102900127.0,22.916666666666668
1102900227.0,13.655462184873945
1104794440.0,
1104799410.0,
1111042207.0,12.222222222222223
1111043110.0,
1111101412.0,41.666666666666664
1111101413.0,
1111112224.0,
1111112412.0,
1111124091.0,
1111132524.0,
1111161133.0,62.5
1111500195.0,
1111515675.0,58.33333333333333
1111515676.0,100.0
1111515686.0,
1111522427.0,13.94675925925926
1111587132.0,13.40051457975986
1112000810.0,
1112003729.0,75.0
1112003730.0,
1112017846.0,116.66666666666666
1115202140.0,
1115209456.0,30.00700407431072
1115605075.0,75.0
1115605805.0,44.642857142857146
1116210230.0,22.916666666666668
1116211127.0,22.499999999999996
1117135957.0,
1117905082.0,166.66666666666666
1117905085.0,53.33333333333333
1117905088.0,
1117905094.0,
1117905095.0,
1117905501.0,
1117906905.0,
1117973081.0,
1117973082.0,
1117973084.0,
1117973085.0,
1117973086.0,
1121000001.0,95.0
1121000003.0,
1121000609.0,
1121000622.0,41.66666666666667
1121000770.0,
1121000832.0,41.666666666666664
1121000930.0,
1123349020.0,29.166666666666664
1123349024.0,13.39285714285714
1128400301.0,22.380614237528846
1128400302.0,6.106627537295182
1128400303.0,8.340408471298524
1128400306.0,8.928750879308613
1128400307.0,11.19047619047619
1128400311.0,3.7226690123146513
1128400315.0,8.766937669376693
1128400316.0,30.23877405559515
1128400357.0,22.564935064935064
1165114515.0,
1167506039.0,
1171155257.0,
1171155258.0,26.666666666666664
1171155259.0,
1171155260.0,
1186310976.0,
1186311007.0,58.33333333333333
1186311918.0,13.39285714285714
1186312454.0,
1198401106.0,30.555555555555554
1198401147.0,75.0
1198401149.0,
1198401164.0,43.333333333333336
1198401167.0,
1198401500.0,14.090909090909097
1200000017.0,3.7075471698113196
1200000088.0,5.733812690346185
1200000129.0,8.617045227136284
1200000131.0,9.053113863906322
1200000134.0,10.912285268089537
1200000159.0,9.969014084507046
1200000170.0,5.112656981039156
1200000180.0,
1200000224.0,19.820971867007678
1200000230.0,12.992819699572713
1200000233.0,8.300594701748064
1200000311.0,12.549019607843135
1200000452.0,20.23809523809524
1200000746.0,8.739316239316244
1200000935.0,10.672514619883039
1200001270.0,100.0
1200001276.0,11.228287841191065
1200001279.0,7.493368700265248
1200001420.0,17.838196286472144
1200001426.0,9.88011988011988
1200001593.0,3.6356209150326735
1200001672.0,8.712121212121218
1200001700.0,15.656565656565657
1200001711.0,15.656565656565657
1200001879.0,13.859020310633205
1200001880.0,3.734958587279265
1200001881.0,16.97860962566845
1200002449.0,6.066176470588234
1200002845.0,19.84126984126984
1200002847.0,
1200002849.0,41.363636363636374
1200003187.0,33.33333333333333
1200003196.0,6.564870259481035
1200003848.0,11.14551083591331
1200004300.0,
1200010092.0,28.472222222222225
1200010114.0,41.666666666666664
1200010190.0,42.5
1200010205.0,7.2295489296636095
1200010542.0,17.06349206349206
1200010735.0,17.884840384944436
1200010798.0,6.917293233082711
1200011044.0,5.131578947368428
1200011046.0,
1200011224.0,21.212121212121215
1200013032.0,12.440191387559807
1200014092.0,4.34988179669031
1200014094.0,14.989517819706503
1200014207.0,31.004901960784323
1200014208.0,24.224137931034488
1200016115.0,79.16666666666669
1200016116.0,24.166666666666664
1200016199.0,25.164473684210527
1200017077.0,15.964912280701759
1200017144.0,29.122807017543863
1200017145.0,75.0
1200017147.0,
1200017150.0,
1200017152.0,58.33333333333333
1200017163.0,
1200017174.0,12.153386248840325
1200017176.0,8.662634408602152
1200017185.0,5.739750445632795
1200017186.0,30.87121212121212
1200017195.0,8.026740638002773
1200017200.0,
1200017209.0,18.21589205397301
1200017213.0,9.27089880578252
1200017232.0,21.91581219643821
1200017256.0,5.953685941353803
1200017266.0,24.754901960784316
1200017322.0,4.880952380952378
1200017323.0,41.666666666666664
1200017324.0,23.181818181818173
1200018032.0,22.916666666666668
1200018117.0,150.0
1200018119.0,53.33333333333333
1200018161.0,22.61904761904762
1200018164.0,116.66666666666664
1200018172.0,15.47619047619048
1200019059.0,
1200019143.0,7.803970223325065
1200019144.0,18.369565217391308
1200019272.0,9.693050193050196
1200019274.0,11.47186147186147
1200020238.0,
1200020580.0,
1200020582.0,
1200020584.0,
1200022102.0,22.5
1200022146.0,75.0
1200022147.0,6.458333333333332
1200022150.0,9.546485260770972
1200022151.0,24.758454106280197
1200022160.0,9.54545454545454
1200022163.0,11.904761904761905
1200022240.0,
1200022242.0,
1200022246.0,
1200022250.0,
1200022303.0,
1200022305.0,
1200022307.0,
1200022309.0,
1200023016.0,22.916666666666668
1200023020.0,
1200023021.0,36.25
1200023043.0,
1200023071.0,41.66666666666667
1200024014.0,15.833333333333337
1200024060.0,15.47619047619048
1200024072.0,9.673913043478265
1200024074.0,16.51785714285714
1200024075.0,12.549019607843139
1200024077.0,51.42857142857142
1200024082.0,21.515151515151516
1200028617.0,14.166666666666668
1200028619.0,32.16783216783217
1200028620.0,91.66666666666666
1200038419.0,
1200050404.0,20.772357723577244
1200050405.0,5.598906533624639
1200050408.0,8.296632900921631
1200080994.0,18.41494418039129
1200080996.0,13.767216075863624
1200080997.0,21.662763466042158
1200080998.0,23.680351906158357
1200080999.0,9.813829787234038
1200081000.0,10.238095238095237
1200081002.0,29.529411764705884
1200081007.0,19.642857142857142
1200081119.0,16.896153846153844
1200081131.0,26.666666666666664
1200081331.0,18.006993006993003
