product_code,total_sales,total_prev_week_1_sales,total_prev_week_2_sales,total_weeks,sales_trend
3485610818.0,71.23,67.04,62.85,8,Rising
3485618601.0,16.76,8.38,4.19,3,Rising
3485618602.0,4.19,0.0,0.0,1,Almost
3485618603.0,20.95,12.57,8.38,4,Rising
3490.0,63.61,57.64,35.75,6,Rising
3500000201.0,20.4,17.85,15.3,6,Rising
3500000209.0,17.85,10.2,7.65,5,Rising
3500014108.0,3.99,0.0,0.0,1,Almost
3500014424.0,2.09,0.0,0.0,1,Almost
3500014481.0,2.09,0.0,0.0,1,Almost
3500044673.0,6.18,3.09,0.0,2,Rising
3500045069.0,5.29,0.0,0.0,1,Almost
3500045093.0,15.87,10.58,0.0,2,Rising
3500045836.0,15.57,10.38,5.19,3,Rising
3500046046.0,5.49,0.0,0.0,1,Almost
3500046370.0,10.98,0.0,0.0,1,Almost
3500049860.0,9.5,4.75,0.0,2,Rising
3500049861.0,4.75,0.0,0.0,1,Almost
3500051084.0,4.9,2.45,0.0,2,Rising
3500051087.0,6.9,3.45,0.0,2,Rising
3500051088.0,3.45,0.0,0.0,1,Almost
3500051092.0,7.35,0.0,0.0,1,Almost
3500051093.0,3.45,0.0,0.0,1,Almost
3500051112.0,6.9,0.0,0.0,1,Almost
3500051406.0,4.9,0.0,0.0,1,Almost
3500053032.0,7.25,0.0,0.0,1,Almost
3500055190.0,10.47,6.98,3.49,3,Rising
3500068817.0,5.99,0.0,0.0,1,Almost
3500076410.0,5.75,0.0,0.0,1,Almost
3501.0,489.04,483.05,433.14,8,Rising
3501100071.0,7.99,0.0,0.0,1,Almost
3514182547.0,14.99,0.0,0.0,1,Almost
3520005512.0,36.27,33.48,30.69,7,Rising
3520005515.0,23.56,17.67,11.78,3,Rising
3520440094.0,32.06,27.48,16.03,4,Rising
3520450094.0,86.04,66.92,57.36,6,Rising
3520450198.0,31.07,21.51,9.56,3,Rising
3520460099.0,2.19,0.0,0.0,1,Almost
3524339620.0,6.99,0.0,0.0,1,Almost
3524355720.0,111.84,104.85,90.87,8,Rising
35310022889.0,24.75,0.0,0.0,1,Almost
3535500425.0,11.99,0.0,0.0,1,Almost
3535500540.0,6.59,0.0,0.0,1,Almost
3535500802.0,5.18,0.0,0.0,1,Almost
3535500803.0,2.79,0.0,0.0,1,Almost
3535509600.0,14.97,0.0,0.0,1,Almost
3535541661.0,3.99,0.0,0.0,1,Almost
3545777001.0,84.37,77.88,64.9,7,Rising
3545777003.0,70.35,65.66,60.97,7,Rising
3545777008.0,129.8,123.31,90.86,7,Rising
3560000300.0,389.74,284.81,134.91,6,Rising
3560002841.0,279.6,265.62,244.65,7,Rising
3560003016.0,124.95,99.96,74.97,5,Rising
3560005509.0,356.79,322.81,237.86,7,Rising
3560005513.0,797.5,679.47,653.95,7,Rising
3560005515.0,67.83,55.86,39.9,6,Rising
3560005528.0,328.57,322.19,271.15,7,Rising
3560005534.0,166.78,134.5,115.67,7,Rising
3560005576.0,101.83,83.86,71.88,6,Rising
3560005581.0,829.4,819.83,609.29,8,Rising
3560005583.0,131.7,100.97,83.41,6,Rising
3560005584.0,224.25,206.31,176.41,7,Rising
3560005586.0,139.19,112.25,98.78,7,Rising
3560005587.0,112.25,94.29,76.33,7,Rising
3560005853.0,83.88,76.89,62.91,8,Rising
3560006442.0,199.75,167.79,143.82,7,Rising
3560007053.0,87.78,83.79,47.88,4,Rising
3560007063.0,79.8,59.85,47.88,5,Rising
3560007171.0,251.72,215.76,197.78,7,Rising
3560007172.0,242.73,179.8,143.84,7,Rising
3560007173.0,269.7,233.74,197.78,6,Rising
3560007176.0,323.64,314.65,305.66,8,Rising
3560007301.0,279.3,227.43,203.49,7,Rising
3560007302.0,187.53,151.62,119.7,7,Rising
3560008561.0,188.73,174.75,167.76,7,Rising
3560008562.0,139.8,111.84,69.9,6,Rising
3560008563.0,576.45,554.49,203.13,7,Rising
3560008564.0,483.12,472.14,170.19,8,Rising
3560009002.0,206.31,200.33,155.48,8,Rising
3560009004.0,615.67,574.2,478.5,8,Rising
3560009007.0,730.51,724.13,542.3,8,Rising
3560009055.0,19.96,9.98,4.99,3,Rising
3560009061.0,278.07,257.14,218.27,8,Rising
3560009080.0,427.46,398.75,325.38,8,Rising
3560009638.0,8.37,0.0,0.0,1,Almost
3560010730.0,38.97,25.98,0.0,2,Rising
3560081300.0,2628.24,2607.27,2523.39,7,Rising
3560081302.0,2586.3,2579.31,2523.39,8,Rising
3560081323.0,2069.04,2020.11,1971.18,7,Rising
3562200060.0,139.86,129.87,109.89,7,Rising
3596508721.0,13.99,0.0,0.0,1,Almost
3596509283.0,6.59,0.0,0.0,1,Almost
3600001409.0,14.97,9.98,0.0,2,Rising
3600003800.0,4.99,0.0,0.0,1,Almost
3600003900.0,4.99,0.0,0.0,1,Almost
3600019048.0,19.98,9.99,0.0,2,Rising
3600019202.0,39.96,29.97,19.98,4,Rising
3600019570.0,39.96,29.97,9.99,3,Rising
3600019586.0,9.99,0.0,0.0,1,Almost
3600019906.0,19.98,9.99,0.0,2,Rising
3600031803.0,38.39,34.9,31.41,3,Rising
3600033558.0,20.99,0.0,0.0,1,Almost
3600033590.0,20.99,0.0,0.0,1,Almost
3600033592.0,41.98,20.99,0.0,2,Rising
3600033593.0,41.98,0.0,0.0,1,Almost
3600035970.0,29.95,23.96,17.97,4,Rising
3600036926.0,8.25,6.6,3.3,3,Rising
3600041313.0,14.29,0.0,0.0,1,Almost
3600044932.0,24.21,5.38,2.69,3,Rising
3600047915.0,39.7,19.85,0.0,2,Rising
3600047918.0,19.59,0.0,0.0,1,Almost
3600047930.0,79.4,59.55,39.7,4,Rising
3600048750.0,24.43,20.94,17.45,6,Rising
3600048756.0,41.45,33.16,0.0,2,Rising
3600049413.0,13.49,0.0,0.0,1,Almost
3600050100.0,35.9,17.95,0.0,2,Rising
3600050767.0,19.38,9.69,0.0,2,Rising
3600051334.0,32.98,0.0,0.0,1,Almost
3600051353.0,32.98,16.49,0.0,2,Rising
3600051355.0,16.49,0.0,0.0,1,Almost
3600051462.0,23.98,0.0,0.0,1,Almost
3600053362.0,14.29,0.0,0.0,1,Almost
3600054277.0,39.42,30.66,28.47,4,Rising
3600054281.0,60.69,57.8,49.13,6,Rising
3600054305.0,139.86,119.88,99.9,5,Rising
3600054308.0,52.95,31.77,21.18,4,Rising
3600054316.0,199.8,159.84,149.85,6,Rising
3600054647.0,35.75,0.0,0.0,1,Almost
3600054648.0,35.75,0.0,0.0,1,Almost
3600054649.0,35.75,0.0,0.0,1,Almost
3600054869.0,53.96,26.98,13.49,3,Rising
3600054874.0,9.27,0.0,0.0,1,Almost
3600055009.0,45.45,36.36,0.0,2,Rising
3600055418.0,16.25,0.0,0.0,1,Almost
3600055490.0,104.76,78.57,0.0,2,Rising
3600055494.0,75.16,37.58,18.79,3,Rising
3600055707.0,99.5,89.55,79.6,6,Rising
3600056427.0,13.89,0.0,0.0,1,Almost
3600056528.0,30.9,24.72,18.54,7,Rising
3607247004.0,5.69,0.0,0.0,1,Almost
3607247023.0,13.47,8.98,4.49,3,Rising
3619212245.0,3.69,0.0,0.0,1,Almost
3620000050.0,38.85,36.26,33.67,7,Rising
3620000217.0,82.57,71.8,57.44,7,Rising
3620000250.0,198.45,185.85,148.05,7,Rising
3620000300.0,91.35,78.75,69.3,7,Rising
3620000350.0,22.05,12.6,3.15,3,Rising
3620000440.0,94.5,88.2,75.6,7,Rising
3620000441.0,50.4,44.1,28.35,7,Rising
3620000444.0,63.0,44.1,40.95,6,Rising
3620000445.0,44.1,34.65,28.35,5,Rising
3620000464.0,31.5,22.05,12.6,4,Rising
3620000468.0,66.15,56.7,50.4,7,Rising
3620000550.0,69.72,47.31,39.84,5,Rising
3620001364.0,119.7,113.4,94.5,6,Rising
3620001369.0,46.67,39.49,35.9,7,Rising
3620001375.0,53.55,47.25,40.95,7,Rising
3620001401.0,186.84,171.27,150.51,8,Rising
3620001411.0,88.23,77.85,67.47,7,Rising
3620001494.0,129.75,124.56,98.61,8,Rising
3620021919.0,115.83,111.54,102.96,7,Rising
3620021929.0,64.35,60.06,30.03,4,Rising
3620021931.0,35.12,30.73,17.56,5,Rising
3620021934.0,4.39,0.0,0.0,1,Almost
3620034430.0,39.49,32.31,25.13,4,Rising
3620037815.0,40.95,31.5,28.35,5,Rising
3620043044.0,21.45,17.16,12.87,3,Rising
3620043097.0,50.4,37.8,31.5,5,Rising
3620043102.0,28.72,21.54,7.18,4,Rising
3620043121.0,28.35,22.05,15.75,6,Rising
3620043156.0,13.9,6.95,0.0,2,Rising
3620043157.0,13.9,6.95,0.0,2,Rising
3620043170.0,318.15,296.1,289.8,7,Rising
3620043176.0,15.75,12.6,9.45,4,Rising
3620043177.0,27.54,22.95,9.18,4,Rising
3620043194.0,69.3,64.35,44.55,7,Rising
3620043195.0,19.8,9.9,0.0,2,Rising
3620043199.0,13.17,8.78,4.39,3,Rising
3621722424.0,119.85,95.88,71.91,5,Rising
3621722634.0,127.84,103.87,55.93,5,Rising
3621722704.0,47.94,39.95,31.96,5,Rising
3634856006.0,47.98,0.0,0.0,1,Almost
36373600885.0,2.89,0.0,0.0,1,Almost
36373612003.0,21.99,0.0,0.0,1,Almost
36373632700.0,2.99,0.0,0.0,1,Almost
36382401465.0,52.17,34.78,0.0,2,Rising
36382402314.0,19.39,0.0,0.0,1,Almost
36382405620.0,18.99,0.0,0.0,1,Almost
36382417165.0,17.99,0.0,0.0,1,Almost
36382417563.0,29.98,14.99,0.0,2,Rising
36382417565.0,41.98,20.99,0.0,2,Rising
36382421571.0,17.56,8.78,0.0,2,Rising
3643412724.0,18.99,0.0,0.0,1,Almost
3643413864.0,25.99,0.0,0.0,1,Almost
3657700049.0,89.97,59.98,0.0,2,Rising
3657700127.0,9.99,0.0,0.0,1,Almost
3657700324.0,57.98,0.0,0.0,1,Almost
3663200210.0,171.2,139.1,107.0,7,Rising
3663200260.0,142.29,137.7,123.93,8,Rising
3663200262.0,21.95,17.56,13.17,5,Rising
3663200282.0,110.17,95.8,91.01,7,Rising
3663200834.0,98.45,93.08,78.76,8,Rising
3663200835.0,109.19,96.66,89.5,7,Rising
3663200836.0,110.98,94.87,80.55,7,Rising
3663200837.0,75.18,68.02,64.44,6,Rising
3663200975.0,78.9,71.01,63.12,6,Rising
3663201013.0,52.68,39.51,26.34,5,Rising
3663201015.0,76.68,70.29,57.51,6,Rising
3663201953.0,253.27,217.93,176.7,7,Rising
3663201954.0,176.7,153.14,123.69,6,Rising
3663201962.0,141.36,129.58,88.35,6,Rising
3663202410.0,62.7,58.52,41.8,6,Rising
3663202411.0,75.24,71.06,60.61,7,Rising
3663202412.0,96.14,91.96,85.69,7,Rising
3663202494.0,75.24,71.06,54.34,4,Rising
3663202600.0,89.25,59.5,51.0,7,Rising
3663202601.0,59.5,42.5,25.5,4,Rising
3663202602.0,17.0,8.5,4.25,3,Rising
3663202604.0,68.0,63.75,51.0,7,Rising
3663202607.0,17.0,12.75,8.5,4,Rising
3663202631.0,25.5,17.0,12.75,4,Rising
3663202635.0,80.75,68.0,51.0,6,Rising
3663202848.0,68.28,56.9,45.52,6,Rising
3663202857.0,42.5,34.0,25.5,5,Rising
3663203248.0,142.25,102.42,91.04,7,Rising
3663203249.0,39.83,28.45,17.07,4,Rising
3663203255.0,45.52,39.83,34.14,5,Rising
3663203256.0,56.9,51.21,45.52,6,Rising
3663203640.0,52.68,43.9,30.73,5,Rising
3663203641.0,74.63,57.07,43.9,6,Rising
3663203643.0,30.73,26.34,13.17,4,Rising
3663203646.0,126.24,110.46,86.79,6,Rising
3663203721.0,5.69,0.0,0.0,1,Almost
3663203731.0,15.75,7.0,5.25,4,Rising
3663203735.0,19.25,14.0,8.75,6,Rising
3663203753.0,33.25,24.5,21.0,6,Rising
3663203904.0,41.79,37.81,33.83,6,Rising
3663204040.0,18.81,16.72,0.0,2,Rising
3663204052.0,17.91,15.92,11.94,4,Rising
3663204054.0,37.81,31.84,25.87,6,Rising
3663207262.0,58.32,51.03,43.74,4,Rising
3663207472.0,14.18,7.09,0.0,2,Rising
3663207915.0,38.34,31.95,25.56,5,Rising
3663207916.0,44.73,38.34,25.56,3,Rising
3663207935.0,25.56,12.78,6.39,3,Rising
3663207948.0,145.8,109.35,87.48,5,Rising
3663208107.0,51.12,44.73,38.34,5,Rising
3676810255.0,27.99,0.0,0.0,1,Almost
36916804893.0,8.75,7.5,3.75,4,Rising
36916824886.0,26.25,23.75,15.0,7,Rising
36916827095.0,2.5,1.25,0.0,2,Rising
36916827227.0,5.0,2.5,1.25,3,Rising
36916830293.0,13.75,11.25,7.5,4,Rising
36916831009.0,17.5,16.25,11.25,5,Rising
36916831240.0,1.39,0.0,0.0,1,Almost
36916834327.0,2.5,1.25,0.0,2,Rising
36916835623.0,5.0,0.0,0.0,1,Almost
36916835729.0,12.5,5.0,0.0,2,Rising
3700000311.0,3.75,0.0,0.0,1,Almost
3700000590.0,7.4,3.7,0.0,2,Rising
3700000774.0,10.98,0.0,0.0,1,Almost
3700000995.0,45.87,30.58,15.29,3,Rising
3700003866.0,10.18,5.09,0.0,2,Rising
3700004249.0,33.95,29.1,24.25,4,Rising
3700006356.0,53.94,44.95,35.96,4,Rising
3700006487.0,6.79,0.0,0.0,1,Almost
3700007312.0,88.74,59.16,14.79,3,Rising
3700008834.0,21.0,15.75,5.25,3,Rising
3700011045.0,32.25,21.5,10.75,3,Rising
3700011714.0,6.39,0.0,0.0,1,Almost
3700011717.0,21.3,0.0,0.0,1,Almost
3700012331.0,3.49,0.0,0.0,1,Almost
3700012343.0,4.99,0.0,0.0,1,Almost
3700012442.0,2.55,0.0,0.0,1,Almost
3700014392.0,19.69,0.0,0.0,1,Almost
3700015846.0,12.99,0.0,0.0,1,Almost
3700015849.0,13.99,0.0,0.0,1,Almost
3700016770.0,13.58,0.0,0.0,1,Almost
3700016944.0,25.98,12.99,0.0,2,Rising
3700023680.0,23.97,7.99,0.0,2,Rising
3700023682.0,9.99,0.0,0.0,1,Almost
3700024684.0,14.79,0.0,0.0,1,Almost
3700025574.0,57.48,52.69,43.11,6,Rising
3700027472.0,11.19,0.0,0.0,1,Almost
3700031484.0,8.79,0.0,0.0,1,Almost
3700035155.0,38.97,25.98,12.99,3,Rising
3700035669.0,106.93,101.15,92.48,7,Rising
3700035905.0,46.47,30.98,0.0,2,Rising
3700035907.0,62.98,31.49,0.0,2,Rising
3700038601.0,17.98,8.99,0.0,2,Rising
3700041767.0,12.99,0.0,0.0,1,Almost
3700042688.0,1.59,0.0,0.0,1,Almost
3700043227.0,13.9,6.95,0.0,2,Rising
3700043515.0,22.41,19.92,17.43,4,Rising
3700044981.0,25.75,20.6,10.3,4,Rising
3700044982.0,14.98,7.49,0.0,2,Rising
3700048184.0,17.7,8.85,0.0,2,Rising
3700048853.0,20.55,0.0,0.0,1,Almost
3700051160.0,5.98,0.0,0.0,1,Almost
3700051197.0,5.98,2.99,0.0,2,Rising
3700051306.0,7.77,5.18,2.59,3,Rising
3700051311.0,5.18,2.59,0.0,2,Rising
3700052364.0,64.79,58.9,53.01,6,Rising
3700055861.0,40.95,32.76,16.38,4,Rising
3700057070.0,23.07,15.38,7.69,3,Rising
3700065732.0,5.89,0.0,0.0,1,Almost
3700071447.0,14.59,0.0,0.0,1,Almost
3700071457.0,58.36,29.18,14.59,3,Rising
3700071477.0,43.77,29.18,14.59,3,Rising
3700072403.0,12.19,0.0,0.0,1,Almost
3700072828.0,3.75,0.0,0.0,1,Almost
3700074067.0,10.98,0.0,0.0,1,Almost
3700075041.0,7.25,0.0,0.0,1,Almost
3700075073.0,18.05,0.0,0.0,1,Almost
3700075102.0,55.93,39.95,23.97,5,Rising
3700075230.0,12.29,0.0,0.0,1,Almost
3700075264.0,18.25,0.0,0.0,1,Almost
3700075477.0,39.96,9.99,0.0,2,Rising
3700075536.0,27.93,23.94,19.95,4,Rising
3700076457.0,10.99,0.0,0.0,1,Almost
3700076459.0,10.99,0.0,0.0,1,Almost
3700076562.0,12.99,0.0,0.0,1,Almost
3700076954.0,8.19,0.0,0.0,1,Almost
3700077251.0,52.45,35.73,31.55,7,Rising
3700077541.0,16.49,0.0,0.0,1,Almost
3700079127.0,76.89,0.0,0.0,1,Almost
3700079128.0,9.7,0.0,0.0,1,Almost
3700079468.0,23.96,17.97,5.99,3,Rising
3700080071.0,29.67,19.78,9.89,3,Rising
3700080327.0,9.65,0.0,0.0,1,Almost
3700080720.0,10.29,0.0,0.0,1,Almost
3700080759.0,6.89,0.0,0.0,1,Almost
3700080804.0,7.59,0.0,0.0,1,Almost
3700080900.0,14.99,0.0,0.0,1,Almost
3700081109.0,3.89,0.0,0.0,1,Almost
3700081113.0,3.89,0.0,0.0,1,Almost
3700081114.0,3.89,0.0,0.0,1,Almost
3700081867.0,80.22,73.95,69.77,7,Rising
3700082073.0,10.65,0.0,0.0,1,Almost
3700082835.0,57.96,0.0,0.0,1,Almost
3700082836.0,14.49,0.0,0.0,1,Almost
3700082842.0,14.49,0.0,0.0,1,Almost
3700082843.0,28.98,14.49,0.0,2,Rising
3700083051.0,6.65,0.0,0.0,1,Almost
3700083052.0,10.99,0.0,0.0,1,Almost
3700083832.0,29.38,14.69,0.0,2,Rising
3700085193.0,5.65,0.0,0.0,1,Almost
3700086030.0,14.98,7.49,0.0,2,Rising
3700086208.0,44.67,29.78,0.0,2,Rising
3700086209.0,14.89,0.0,0.0,1,Almost
3700086211.0,89.34,74.45,44.67,4,Rising
3700086212.0,74.45,44.67,29.78,4,Rising
3700086213.0,29.78,14.89,0.0,2,Rising
3700086588.0,3.89,0.0,0.0,1,Almost
3700086680.0,27.16,20.37,13.58,3,Rising
3700086750.0,14.5,7.25,0.0,2,Rising
3700086751.0,7.25,0.0,0.0,1,Almost
3700087076.0,35.91,27.93,23.94,3,Rising
3700087087.0,99.9,89.91,79.92,4,Rising
3700088041.0,14.98,7.49,0.0,2,Rising
3700088052.0,9.95,0.0,0.0,1,Almost
3700088658.0,20.97,13.98,6.99,3,Rising
3700088700.0,21.75,14.5,7.25,3,Rising
3700088761.0,18.69,0.0,0.0,1,Almost
3700088981.0,16.69,0.0,0.0,1,Almost
3700089028.0,17.98,8.99,0.0,2,Rising
3700089907.0,8.99,0.0,0.0,1,Almost
3700090618.0,20.97,6.99,0.0,2,Rising
3700090712.0,7.69,0.0,0.0,1,Almost
3700090785.0,16.95,11.3,5.65,3,Rising
3700090816.0,17.16,8.58,0.0,2,Rising
3700092810.0,31.99,0.0,0.0,1,Almost
3700092814.0,17.99,0.0,0.0,1,Almost
3700094480.0,23.67,15.78,0.0,2,Rising
3700095000.0,21.45,17.16,12.87,4,Rising
3700095583.0,16.78,8.39,0.0,2,Rising
3700095585.0,8.39,0.0,0.0,1,Almost
3700095664.0,20.6,15.45,5.15,3,Rising
3700095688.0,31.96,23.97,15.98,3,Rising
3700096252.0,40.05,31.15,4.45,3,Rising
3700096256.0,17.8,13.35,8.9,4,Rising
3700096257.0,9.3,0.0,0.0,1,Almost
3700096260.0,22.25,17.8,8.9,4,Rising
3700096264.0,13.35,8.9,4.45,3,Rising
3700097056.0,6.19,0.0,0.0,1,Almost
3700097082.0,4.65,0.0,0.0,1,Almost
3700097192.0,32.45,25.96,12.98,4,Rising
3700097286.0,6.79,0.0,0.0,1,Almost
3700097318.0,6.19,0.0,0.0,1,Almost
3700097332.0,15.9,7.95,0.0,2,Rising
3700097464.0,17.7,8.85,0.0,2,Rising
3700097618.0,5.18,0.0,0.0,1,Almost
3700097622.0,10.36,7.77,5.18,4,Rising
3700097783.0,18.05,0.0,0.0,1,Almost
3700098215.0,15.89,0.0,0.0,1,Almost
3700098360.0,48.65,41.7,34.75,5,Rising
3700099042.0,13.99,0.0,0.0,1,Almost
3704991159.0,7.59,0.0,0.0,1,Almost
3704993177.0,18.36,13.77,4.59,3,Rising
3704993179.0,35.94,29.95,23.96,4,Rising
3704994565.0,11.98,5.99,0.0,2,Rising
3704994572.0,27.98,13.99,0.0,2,Rising
3704994599.0,9.99,0.0,0.0,1,Almost
3704995409.0,27.96,20.97,13.98,4,Rising
3704995442.0,45.98,22.99,0.0,2,Rising
3704995443.0,22.99,0.0,0.0,1,Almost
3704997021.0,13.99,0.0,0.0,1,Almost
3706412060.0,8.59,0.0,0.0,1,Almost
3708301413.0,28.77,9.59,0.0,2,Rising
3708305004.0,9.99,0.0,0.0,1,Almost
3708305062.0,4.99,0.0,0.0,1,Almost
3708305063.0,6.59,0.0,0.0,1,Almost
3710003217.0,12.4,7.75,4.65,3,Rising
3710003234.0,51.15,49.6,43.4,8,Rising
3710003314.0,21.7,15.5,12.4,5,Rising
3710003318.0,83.7,68.2,49.6,7,Rising
3710003332.0,49.6,43.4,38.75,6,Rising
3710003578.0,91.45,83.7,71.3,8,Rising
3710003613.0,15.5,12.4,7.75,4,Rising
3710003655.0,15.5,13.95,7.75,4,Rising
3710003662.0,32.55,31.0,20.15,5,Rising
3710003817.0,49.6,43.4,38.75,5,Rising
3710003932.0,18.32,16.03,4.58,3,Rising
3710004135.0,18.32,16.03,9.16,3,Rising
3710004210.0,9.3,6.2,4.65,3,Rising
3710004213.0,41.85,40.3,31.0,6,Rising
3710004310.0,7.75,6.2,4.65,5,Rising
3710004607.0,23.25,20.15,17.05,5,Rising
3710004615.0,26.8,23.45,16.75,5,Rising
3710004806.0,14.32,12.53,10.74,4,Rising
3710004974.0,8.95,5.37,3.58,3,Rising
3710004996.0,1.55,0.0,0.0,1,Almost
3710005005.0,80.15,68.7,64.12,6,Rising
3710005403.0,107.63,105.34,103.05,7,Rising
3710018000.0,19.25,16.5,8.25,4,Rising
3710018001.0,11.0,8.25,2.75,3,Rising
3710301630.0,7.59,0.0,0.0,1,Almost
3710325400.0,26.99,0.0,0.0,1,Almost
3710327403.0,17.99,0.0,0.0,1,Almost
3710330649.0,89.99,0.0,0.0,1,Almost
3710331020.0,28.99,0.0,0.0,1,Almost
3710332830.0,33.99,0.0,0.0,1,Almost
3715502099.0,2.39,0.0,0.0,1,Almost
3715534621.0,1.79,0.0,0.0,1,Almost
3715535074.0,0.79,0.0,0.0,1,Almost
3715535313.0,0.99,0.0,0.0,1,Almost
3715535316.0,0.99,0.0,0.0,1,Almost
3715535568.0,0.99,0.0,0.0,1,Almost
3715535724.0,0.99,0.0,0.0,1,Almost
3715535726.0,1.98,0.0,0.0,1,Almost
3715535728.0,1.98,0.0,0.0,1,Almost
3715535731.0,0.99,0.0,0.0,1,Almost
3715535732.0,0.99,0.0,0.0,1,Almost
3715535741.0,1.98,0.0,0.0,1,Almost
3715536333.0,1.58,0.0,0.0,1,Almost
3715536590.0,1.58,0.0,0.0,1,Almost
3715536593.0,0.79,0.0,0.0,1,Almost
3715536669.0,1.58,0.0,0.0,1,Almost
3715536738.0,1.98,0.0,0.0,1,Almost
3715537680.0,1.59,0.0,0.0,1,Almost
3715538807.0,1.58,0.0,0.0,1,Almost
3715540850.0,0.99,0.0,0.0,1,Almost
3715561273.0,1.59,0.0,0.0,1,Almost
3715561274.0,3.18,0.0,0.0,1,Almost
3729791447.0,28.75,0.0,0.0,1,Almost
3732100786.0,8.99,0.0,0.0,1,Almost
3732300201.0,21.38,17.59,13.8,5,Rising
3732311477.0,42.21,37.52,32.83,5,Rising
3732312065.0,148.8,134.85,120.9,7,Rising
3732312203.0,63.0,54.0,45.0,6,Rising
3732312527.0,42.21,32.83,23.45,5,Rising
3732312724.0,81.18,73.8,51.66,6,Rising
3732313314.0,87.99,62.85,54.47,7,Rising
3750402553.0,20.97,13.98,6.99,3,Rising
3750456480.0,2.79,0.0,0.0,1,Almost
3750456697.0,8.37,2.79,0.0,2,Rising
3751610022.0,23.99,0.0,0.0,1,Almost
3751620811.0,17.18,8.59,0.0,2,Rising
3751620911.0,11.99,0.0,0.0,1,Almost
3755101102.0,4.59,0.0,0.0,1,Almost
3755101114.0,4.59,0.0,0.0,1,Almost
3755101118.0,4.59,0.0,0.0,1,Almost
3760000001.0,17.95,10.77,0.0,2,Rising
3760000045.0,27.37,22.61,17.85,7,Rising
3760003421.0,20.94,17.45,13.96,5,Rising
3760006951.0,7.18,3.59,0.0,2,Rising
3760007060.0,76.78,59.33,38.39,7,Rising
3760008529.0,10.47,6.98,3.49,3,Rising
3760010503.0,17.45,13.96,10.47,4,Rising
3760011072.0,34.9,31.41,17.45,4,Rising
3760011075.0,118.66,111.68,97.72,6,Rising
3760011544.0,4.75,0.0,0.0,1,Almost
3760011806.0,56.95,53.6,50.25,7,Rising
3760013872.0,128.25,90.25,66.5,6,Rising
3760014173.0,19.0,14.25,4.75,3,Rising
3760014394.0,27.92,13.96,10.47,5,Rising
3760015491.0,263.76,230.79,208.81,7,Rising
3760016095.0,324.35,259.48,224.55,7,Rising
3760016706.0,29.88,27.39,24.9,5,Rising
3760016900.0,28.5,23.75,9.5,3,Rising
3760017534.0,19.0,4.75,0.0,2,Rising
3760018359.0,19.98,0.0,0.0,1,Almost
3760018367.0,89.93,69.95,29.97,4,Rising
3760018630.0,3.35,0.0,0.0,1,Almost
3760018808.0,79.84,59.88,44.91,5,Rising
3760018888.0,6.89,0.0,0.0,1,Almost
3760021583.0,87.8,70.24,48.29,6,Rising
3760021629.0,47.43,39.06,36.27,6,Rising
3760022318.0,46.24,40.46,28.9,7,Rising
3760024193.0,81.69,70.02,54.46,5,Rising
3760024609.0,45.37,38.39,24.43,5,Rising
3760024687.0,61.52,30.76,15.38,4,Rising
3760025756.0,125.86,107.88,89.9,7,Rising
3760025773.0,49.97,39.98,0.0,2,Rising
3760026426.0,166.25,159.6,126.35,8,Rising
3760026701.0,14.1,0.0,0.0,1,Almost
3760028225.0,77.05,70.35,60.3,6,Rising
3760028428.0,9.5,4.75,0.0,2,Rising
3760028751.0,19.99,0.0,0.0,1,Almost
3760029338.0,23.12,20.23,14.45,4,Rising
3760029538.0,100.5,97.15,77.05,7,Rising
3760029630.0,10.47,6.98,3.49,3,Rising
3760030209.0,10.47,6.98,3.49,3,Rising
3760032118.0,21.15,16.45,11.75,4,Rising
3760033067.0,159.92,139.93,59.97,4,Rising
3760033462.0,8.78,4.39,0.0,2,Rising
3760033463.0,39.51,30.73,17.56,4,Rising
3760033464.0,57.07,43.9,26.34,5,Rising
3760033658.0,19.0,14.25,4.75,3,Rising
3760034986.0,10.47,6.98,0.0,2,Rising
3760035160.0,224.75,215.76,206.77,6,Rising
3760035414.0,25.13,10.77,7.18,4,Rising
3760035501.0,62.93,53.94,44.95,4,Rising
3760036918.0,62.82,55.84,38.39,6,Rising
3760036974.0,276.57,259.01,193.16,7,Rising
3760037649.0,39.98,0.0,0.0,1,Almost
3760037857.0,16.75,10.05,3.35,3,Rising
3760038782.0,13.4,10.05,6.7,4,Rising
3760038800.0,249.91,229.92,209.93,7,Rising
3760039511.0,20.25,16.2,12.15,3,Rising
3760039799.0,10.05,6.7,3.35,3,Rising
3760039885.0,339.32,329.34,274.45,8,Rising
3760045802.0,13.96,10.47,3.49,3,Rising
3760046978.0,16.75,13.4,10.05,3,Rising
3760047371.0,252.77,186.83,153.86,7,Rising
3760047850.0,79.92,59.94,49.95,5,Rising
3760048252.0,13.96,10.47,3.49,3,Rising
3760049231.0,38.39,31.41,24.43,4,Rising
3760049547.0,30.15,20.1,13.4,3,Rising
3760051773.0,183.09,179.5,136.42,7,Rising
3760059182.0,209.58,204.59,194.61,8,Rising
3760063660.0,59.8,56.81,53.82,7,Rising
3760080744.0,11.97,7.98,0.0,2,Rising
3760080745.0,23.94,15.96,0.0,2,Rising
3760081744.0,21.63,15.45,9.27,4,Rising
3760081745.0,12.57,0.0,0.0,1,Almost
3760081940.0,6.58,3.29,0.0,2,Rising
