transaction_date,store,terminal,customer_number,transaction_number,points
4/3/2025,461,3,44000353102,184268,20
4/3/2025,461,3,40000020470,184270,5
4/3/2025,461,2,40000020309,409670,114
4/3/2025,461,2,40000020173,409671,15
4/3/2025,461,2,40000021135,409666,12
4/3/2025,461,3,40000020063,184260,17
4/3/2025,461,2,44000326902,409674,26
4/3/2025,461,3,44000060857,184273,15
4/3/2025,461,3,40000028380,184263,29
4/3/2025,461,3,40000021244,184267,54
4/3/2025,461,3,40000021540,184284,31
4/3/2025,461,3,44000101332,184286,39
4/3/2025,461,3,40000020006,184291,10
4/3/2025,461,3,44000362287,184300,10
4/3/2025,461,3,40000020507,184302,29
4/3/2025,461,3,40000020063,184303,83
4/3/2025,461,3,40000020423,184305,21
4/3/2025,461,3,44000084737,184292,16
4/3/2025,461,3,44000116458,184296,41
4/3/2025,461,3,44000114487,184299,33
4/3/2025,461,2,41461002488,409688,20
4/3/2025,461,2,40000020967,409695,18
4/3/2025,461,2,40000020609,409700,80
4/3/2025,461,2,40000022601,409709,45
4/3/2025,461,2,40000020165,409717,80
4/3/2025,461,2,40000020840,409705,35
4/3/2025,461,2,44000276767,409713,20
4/3/2025,461,2,44000197591,409721,22
4/3/2025,461,2,40000020907,409724,17
4/3/2025,461,2,40000020449,409726,105
4/3/2025,461,2,40000020173,409729,11
4/3/2025,461,2,40000004350,409730,47
4/3/2025,461,2,40000021005,409731,3
4/3/2025,461,3,40000021180,184324,38
4/3/2025,461,4,40000029350,182214,59
4/3/2025,461,2,44000314899,409749,45
4/3/2025,461,2,41461005392,409762,20
4/3/2025,461,3,40000020931,184327,65
4/3/2025,461,4,41461004531,182215,217
4/3/2025,461,2,44000283924,409771,17
4/3/2025,461,2,44000308434,409772,55
4/3/2025,461,2,44000314482,409782,5
4/3/2025,461,3,44000093415,184341,75
4/3/2025,461,2,44000334601,409755,30
4/3/2025,461,2,44000280182,409766,20
4/3/2025,461,2,44000283287,409783,43
4/3/2025,461,2,44000339288,409784,82
4/4/2025,461,1,44000346070,363402,31
4/4/2025,461,1,44000359615,363404,15
4/4/2025,461,1,44000272070,363415,53
4/4/2025,461,2,41461004897,409795,28
4/4/2025,461,1,40000020401,363403,19
4/4/2025,461,2,40000020808,409791,36
4/4/2025,461,2,40000020963,409794,36
4/4/2025,461,2,40000020967,409800,32
4/4/2025,461,2,44000254015,409805,23
4/4/2025,461,2,44000254015,409808,10
4/4/2025,461,2,40000028578,409823,154
4/4/2025,461,2,40000022501,409810,6
4/4/2025,461,2,40000020013,409822,9
4/4/2025,461,2,41461005034,409828,76
4/4/2025,461,2,44000323352,409832,77
4/4/2025,461,2,41453014890,409841,94
4/4/2025,461,2,40000027849,409842,19
4/4/2025,461,2,40000020084,409844,25
4/4/2025,461,2,41453014890,409847,18
4/4/2025,461,2,44000229372,409849,33
4/4/2025,461,2,40000020860,409850,16
4/4/2025,461,2,44000272070,409851,25
4/4/2025,461,2,44000101500,409864,66
4/4/2025,461,2,41461002920,409866,73
4/4/2025,461,4,41461004386,182222,44
4/4/2025,461,2,40000020149,409872,57
4/4/2025,461,2,41451007934,409863,14
4/4/2025,461,4,40000020615,182226,73
4/4/2025,461,4,40000020615,182227,22
4/4/2025,461,4,40000020390,182230,19
4/4/2025,461,4,40000020148,182234,14
4/4/2025,461,2,40000020009,409876,32
4/4/2025,461,2,44000213073,409879,8
4/4/2025,461,2,40000020196,409880,35
4/4/2025,461,2,41450012739,409875,103
4/4/2025,461,4,41450002807,182246,38
4/4/2025,461,2,40000020687,409884,41
4/4/2025,461,4,40000021799,182243,19
4/4/2025,461,2,44000297832,409883,9
4/4/2025,461,4,40000020606,182245,19
4/4/2025,461,4,44000287033,182247,34
4/4/2025,461,2,44000271729,409887,48
4/4/2025,461,4,40000022502,182250,105
4/4/2025,461,2,40000021797,409896,20
4/4/2025,461,1,40000020863,363422,12
4/4/2025,461,2,40000022513,409895,18
4/4/2025,461,4,40000016331,182253,72
4/4/2025,461,4,40000022501,182257,5
4/4/2025,461,2,1.9201E+13,409900,7
4/4/2025,461,2,40000021413,409901,8
4/4/2025,461,4,41451006878,182259,91
4/4/2025,461,4,40000027849,182261,10
4/4/2025,461,4,44000299851,182264,41
4/4/2025,461,3,41461000375,184350,13
4/4/2025,461,4,41461004739,182276,12
4/4/2025,461,4,41461002274,182270,97
4/4/2025,461,4,40000008288,182278,9
4/4/2025,461,4,44000109917,182281,108
4/4/2025,461,4,41461004808,182293,22
4/4/2025,461,2,40000022501,409913,1
4/4/2025,461,2,44000336525,409918,38
4/4/2025,461,2,40000020201,409922,67
4/4/2025,461,2,40000020063,409928,16
4/4/2025,461,4,44000279246,182295,38
4/4/2025,461,4,40000020523,182296,10
4/4/2025,461,2,44000114426,409924,24
4/4/2025,461,2,40000020441,409926,115
4/4/2025,461,4,40000020550,182294,320
4/4/2025,461,2,40000020534,409929,31
4/4/2025,461,2,41461004393,409931,9
4/4/2025,461,2,44000353926,409933,13
4/4/2025,461,2,40000022516,409938,6
4/4/2025,461,4,40000027924,182298,5
4/4/2025,461,2,41461000330,409939,51
4/4/2025,461,4,40000030479,182306,43
4/4/2025,461,4,40000020840,182307,2
4/4/2025,461,2,41461005393,409947,9
4/4/2025,461,2,40000020441,409951,11
4/4/2025,461,2,40000020970,409943,108
4/4/2025,461,2,40000027640,409958,8
4/4/2025,461,2,2.43269E+13,409961,15
4/4/2025,461,2,40000020030,409965,24
4/4/2025,461,2,40000027909,409972,2
4/4/2025,461,3,44000368860,184368,3
4/4/2025,461,2,40000029899,409969,17
4/4/2025,461,2,40000027909,409971,62
4/4/2025,461,3,44000199254,184369,54
4/4/2025,461,3,3.1135E+13,184377,63
4/4/2025,461,2,40000027849,409993,5
4/4/2025,461,4,40000020875,182311,118
4/4/2025,461,2,44000299495,409978,57
4/4/2025,461,2,44000224764,409983,71
4/4/2025,461,2,40000030029,409994,27
4/4/2025,461,2,41450013913,410007,36
4/4/2025,461,2,40000020507,409992,12
4/4/2025,461,3,40000020418,184390,24
4/4/2025,461,3,40000004672,184389,38
4/4/2025,461,2,41451002601,410005,23
4/4/2025,461,2,40000020173,410012,13
4/4/2025,461,2,40000020036,410013,157
4/4/2025,461,3,40000028493,184397,26
4/4/2025,461,2,41461000960,410020,43
4/4/2025,461,2,40000032566,410022,116
4/4/2025,461,3,44000344116,184396,76
4/4/2025,461,3,40000020167,184400,18
4/4/2025,461,3,44000322084,184406,32
4/4/2025,461,2,41461004464,410032,151
4/4/2025,461,3,40000021161,184408,11
4/4/2025,461,2,41461005394,410035,34
4/4/2025,461,2,41451005209,410039,48
4/4/2025,461,2,44000350493,410041,37
4/4/2025,461,2,40000020655,410043,34
4/4/2025,461,3,40000020406,184415,100
4/4/2025,461,3,40000021353,184409,12
4/4/2025,461,4,44000334601,182312,20
4/4/2025,461,3,40000022501,184412,19
4/4/2025,461,2,41461003955,410051,45
4/4/2025,461,2,40000020302,410055,82
4/4/2025,461,4,41461002895,182317,103
4/4/2025,461,2,40000021584,410061,37
4/4/2025,461,2,41461002310,410065,15
4/4/2025,461,2,40000020285,410069,54
4/4/2025,461,2,44000220797,410057,61
4/4/2025,461,2,40000022515,410073,10
4/4/2025,461,2,40000020173,410075,6
4/4/2025,461,2,40000020534,410077,22
4/4/2025,461,3,44000245228,184421,69
4/4/2025,461,2,44000336506,410070,29
4/4/2025,461,2,40000020631,410078,31
4/4/2025,461,3,44000280217,184433,11
4/4/2025,461,3,44000258311,184439,36
4/4/2025,461,3,44000258311,184440,3
4/4/2025,461,3,41461004669,184449,115
4/4/2025,461,3,40000020775,184455,43
4/4/2025,461,2,44000095658,410076,15
4/4/2025,461,2,40000021140,410080,16
4/4/2025,461,3,44000067453,184426,14
4/4/2025,461,3,44000294847,184450,54
4/4/2025,461,4,44000108711,182319,45
4/4/2025,461,4,40000020606,182320,10
4/4/2025,461,2,41461002802,410100,16
4/4/2025,461,2,40000021088,410104,15
4/4/2025,461,3,44000097007,184432,14
4/4/2025,461,3,40000021140,184437,2
4/4/2025,461,3,41461004791,184441,11
4/4/2025,461,3,40000021332,184446,33
4/4/2025,461,2,44000302420,410097,31
4/4/2025,461,2,44000252804,410107,25
4/4/2025,461,2,41461001803,410111,25
4/4/2025,461,2,44000262241,410112,19
4/4/2025,461,2,44000362287,410114,31
4/4/2025,461,2,44000283924,410123,9
4/4/2025,461,2,44000267190,410134,76
4/5/2025,461,2,44000100825,410140,26
4/5/2025,461,2,41453014890,410148,42
4/5/2025,461,2,40000020065,410155,174
4/5/2025,461,2,40000020176,410158,9
4/5/2025,461,2,41461004341,410157,13
4/5/2025,461,2,40000021169,410159,24
4/5/2025,461,1,44000107555,363427,40
4/5/2025,461,2,40000021604,410172,15
4/5/2025,461,2,41450002807,410204,42
4/5/2025,461,2,40000021051,410209,12
4/5/2025,461,4,40000020329,182334,44
4/5/2025,461,4,44000325954,182336,35
4/5/2025,461,4,44000368860,182333,2
4/5/2025,461,4,40000020314,182338,85
4/5/2025,461,4,40000020063,182341,5
4/5/2025,461,4,44000350493,182342,9
4/5/2025,461,4,40000020126,182345,25
4/5/2025,461,4,40000008695,182355,16
4/5/2025,461,4,40000020306,182356,11
4/5/2025,461,4,44000342767,182359,240
4/5/2025,461,4,40000020179,182346,39
4/5/2025,461,4,40000020700,182361,176
4/5/2025,461,4,41450011267,182364,27
4/5/2025,461,4,41450011267,182365,6
4/5/2025,461,4,40000020534,182367,25
4/5/2025,461,4,40000020654,182366,20
4/5/2025,461,2,40000020533,410247,74
4/5/2025,461,3,40000020167,184464,46
4/5/2025,461,4,41450012859,182369,122
4/5/2025,461,4,44000100629,182379,61
4/5/2025,461,4,40000020030,182385,47
4/5/2025,461,4,40000020309,182386,49
4/5/2025,461,4,40000020309,182387,8
4/5/2025,461,2,40000020006,410258,23
4/5/2025,461,2,44000061620,410259,13
4/5/2025,461,2,40000021332,410271,10
4/5/2025,461,2,40000021006,410274,51
4/5/2025,461,4,41461005204,182384,24
4/5/2025,461,2,41461000112,410270,34
4/5/2025,461,2,40000022501,410273,4
4/5/2025,461,4,40000028707,182389,55
4/5/2025,461,2,40000021161,410286,26
4/5/2025,461,4,44000314482,182397,21
4/5/2025,461,4,41461002274,182402,33
4/5/2025,461,4,44000339436,182403,128
4/5/2025,461,4,44000285628,182396,15
4/5/2025,461,4,40000020526,182404,19
4/5/2025,461,4,40000009906,182423,70
4/5/2025,461,3,40000020408,184479,45
4/5/2025,461,3,40000020654,184480,37
4/5/2025,461,4,40000011682,182424,71
4/5/2025,461,3,44000211373,184469,28
4/5/2025,461,4,41461005117,182421,116
4/5/2025,461,3,44000283084,184476,60
4/5/2025,461,3,40000020512,184477,12
4/5/2025,461,4,44000315175,182414,319
4/5/2025,461,4,44000341601,182429,13
4/5/2025,461,4,40000028442,182430,21
4/5/2025,461,2,40000028124,410290,5
4/5/2025,461,2,40000020696,410291,21
4/5/2025,461,4,41461003670,182432,56
4/5/2025,461,4,40000022538,182436,53
4/5/2025,461,2,40000020696,410297,13
4/5/2025,461,4,40000022538,182437,21
4/5/2025,461,4,40000021031,182443,17
4/5/2025,461,2,44000301814,410304,22
4/5/2025,461,4,40000022520,182453,23
4/5/2025,461,4,40000022520,182454,2
4/5/2025,461,3,44000293537,184486,19
4/5/2025,461,4,41451001055,182441,6
4/5/2025,461,2,40000021918,410299,45
4/5/2025,461,4,40000028764,182447,40
4/5/2025,461,2,40000020471,410301,122
4/5/2025,461,2,44000297832,410302,84
4/5/2025,461,4,40000028159,182458,39
4/5/2025,461,3,40000022501,184495,18
4/5/2025,461,4,40000021064,182463,4
4/5/2025,461,4,41461000008,182465,27
4/5/2025,461,3,44000086585,184503,113
4/5/2025,461,3,41461003670,184508,50
4/5/2025,461,3,44000254015,184520,15
4/5/2025,461,3,41461000306,184521,20
4/5/2025,461,3,44000098463,184525,6
4/5/2025,461,3,41461004438,184535,13
4/5/2025,461,3,40000020377,184544,85
4/5/2025,461,4,40000020760,182469,26
4/5/2025,461,3,40000020944,184506,23
4/5/2025,461,3,40000020809,184524,30
4/5/2025,461,4,40000027524,182475,60
4/5/2025,461,3,40000021088,184529,25
4/5/2025,461,3,40000021539,184562,23
4/5/2025,461,4,44000288444,182480,60
4/5/2025,461,3,44000097866,184519,16
4/5/2025,461,3,44000300699,184549,17
4/5/2025,461,3,40000021293,184563,54
4/5/2025,461,3,44000006949,184566,27
4/5/2025,461,3,40000021413,184564,18
4/5/2025,461,4,41461000505,182484,47
4/5/2025,461,4,40000021539,182486,11
4/5/2025,461,2,40000020854,410309,37
4/5/2025,461,3,44000262241,184575,14
4/5/2025,461,3,41450006239,184577,61
4/5/2025,461,4,40000020304,182497,144
4/5/2025,461,3,40000021520,184572,27
4/5/2025,461,3,40000028914,184596,11
4/5/2025,461,3,40000021373,184607,30
4/5/2025,461,3,40000021695,184611,9
4/5/2025,461,3,40000021225,184595,52
4/5/2025,461,3,44000282005,184602,20
4/6/2025,461,2,40000022516,410316,14
4/6/2025,461,2,44000107564,410318,124
4/6/2025,461,2,41460000386,410320,12
4/6/2025,461,2,44000272070,410326,74
4/6/2025,461,2,40000008900,410317,11
4/6/2025,461,2,40000020612,410327,21
4/6/2025,461,2,40000020636,410331,39
4/6/2025,461,2,40000020582,410356,33
4/6/2025,461,2,40000020084,410337,64
4/6/2025,461,2,40000020446,410359,27
4/6/2025,461,2,40000020011,410361,62
4/6/2025,461,4,40000020061,182506,39
4/6/2025,461,4,44000210266,182508,16
4/6/2025,461,4,41461002007,182503,87
4/6/2025,461,4,41451003778,182505,54
4/6/2025,461,4,41461000904,182510,101
4/6/2025,461,4,40000021064,182507,68
4/6/2025,461,2,41453005334,410364,29
4/6/2025,461,4,40000010956,182514,8
4/6/2025,461,4,40000027849,182515,11
4/6/2025,461,4,40000021528,182524,60
4/6/2025,461,4,44000093415,182520,21
4/6/2025,461,2,40000020126,410378,19
4/6/2025,461,4,44000060857,182529,27
4/6/2025,461,2,40000020471,410384,29
4/6/2025,461,4,40000012466,182532,3
4/6/2025,461,4,40000020908,182536,51
4/6/2025,461,2,44000286177,410371,69
4/6/2025,461,2,44000317702,410373,42
4/6/2025,461,2,44000195208,410390,111
4/6/2025,461,4,40000012199,182542,55
4/6/2025,461,4,41451006068,182533,22
4/6/2025,461,4,40000021618,182539,47
4/6/2025,461,2,44000245143,410393,33
4/6/2025,461,2,40000021133,410397,28
4/6/2025,461,2,44000098581,410401,68
4/6/2025,461,4,40000021230,182552,51
4/6/2025,461,2,44000263838,410396,20
4/6/2025,461,2,40000028707,410400,45
4/6/2025,461,4,41461000067,182555,28
4/6/2025,461,4,44000281678,182558,40
4/6/2025,461,4,40000021140,182559,53
4/6/2025,461,4,44000106096,182565,11
4/6/2025,461,4,44000368495,182554,95
4/6/2025,461,3,40000020196,184619,36
4/6/2025,461,2,44000115441,410403,51
4/6/2025,461,2,40000021114,410415,11
4/6/2025,461,2,40000028214,410417,76
4/6/2025,461,2,40000020063,410418,18
4/6/2025,461,4,40000021088,182570,4
4/6/2025,461,4,44000306656,182577,4
4/6/2025,461,2,44000297832,410428,144
4/6/2025,461,2,40000020146,410436,69
4/6/2025,461,2,40000020238,410438,10
4/6/2025,461,2,44000322339,410439,16
4/6/2025,461,4,40000020269,182589,139
4/6/2025,461,2,40000028842,410431,21
4/6/2025,461,2,40000020146,410437,106
4/6/2025,461,2,44000280829,410442,79
4/6/2025,461,2,44000300699,410444,14
4/6/2025,461,2,44000348188,410445,2
4/6/2025,461,2,1.54401E+13,410449,17
4/6/2025,461,2,40000027849,410457,18
4/6/2025,461,4,41461001093,182602,124
4/6/2025,461,2,44000338211,410463,147
4/6/2025,461,3,40000020534,184628,13
4/6/2025,461,4,41461005395,182603,78
4/6/2025,461,4,44000336290,182608,72
4/6/2025,461,2,41461004522,410467,67
4/6/2025,461,4,40000029032,182614,119
4/6/2025,461,2,41461005179,410478,9
4/6/2025,461,2,40000020432,410489,16
4/6/2025,461,2,40000020051,410491,55
4/6/2025,461,2,44000313843,410498,23
4/6/2025,461,3,44000108902,184649,22
4/6/2025,461,2,41461002310,410507,10
4/6/2025,461,4,41461003403,182610,270
4/6/2025,461,4,40000022506,182613,14
4/6/2025,461,2,44000323352,410483,17
4/6/2025,461,3,40000020696,184640,5
4/6/2025,461,3,44000062790,184643,120
4/6/2025,461,4,44000093415,182623,72
4/6/2025,461,2,40000030029,410505,30
4/6/2025,461,2,40000022507,410512,1
4/6/2025,461,2,40000020819,410508,40
4/6/2025,461,2,40000021608,410516,56
4/6/2025,461,2,41461004386,410518,65
4/6/2025,461,3,40000020228,184654,14
4/6/2025,461,2,41450012859,410520,20
4/6/2025,461,3,44000332028,184664,26
4/6/2025,461,3,44000333373,184667,67
4/6/2025,461,2,44000362682,410526,61
4/6/2025,461,3,44000280217,184672,26
4/6/2025,461,2,40000022501,410529,9
4/6/2025,461,2,40000022501,410530,1
4/6/2025,461,2,40000008695,410532,4
4/6/2025,461,2,44000283924,410533,2
4/6/2025,461,3,44000086585,184661,31
4/6/2025,461,2,44000295298,410535,18
4/6/2025,461,3,44000271626,184687,33
4/6/2025,461,3,41451001288,184685,134
4/6/2025,461,2,40000008900,410552,54
4/6/2025,461,2,40000020030,410554,29
4/6/2025,461,2,44000098815,410556,25
4/6/2025,461,3,40000020306,184689,18
4/6/2025,461,3,44000299859,184691,10
4/6/2025,461,3,40000028830,184698,20
4/6/2025,461,2,41461001437,410534,57
4/6/2025,461,3,40000005686,184681,38
4/6/2025,461,3,40000008557,184682,96
4/6/2025,461,3,40000028214,184684,31
4/6/2025,461,3,40000020612,184694,60
4/6/2025,461,3,40000020760,184708,30
4/6/2025,461,4,40000021695,182624,6
4/6/2025,461,4,40000028847,182628,69
4/6/2025,461,4,44000364174,182630,40
4/6/2025,461,4,40000020436,182635,36
4/6/2025,461,3,40000020470,184701,35
4/6/2025,461,3,44000288444,184713,24
4/7/2025,461,2,40000028162,410564,30
4/7/2025,461,2,44000060857,410569,23
4/7/2025,461,2,44000362287,410580,18
4/7/2025,461,2,44000114426,410598,213
4/7/2025,461,2,41461000022,410601,57
4/7/2025,461,2,40000022516,410578,11
4/7/2025,461,2,40000028836,410583,69
4/7/2025,461,2,40000020009,410595,23
4/7/2025,461,2,40000029899,410604,13
4/7/2025,461,2,40000015303,410607,73
4/7/2025,461,4,44000238498,182641,12
4/7/2025,461,4,40000020801,182644,39
4/7/2025,461,4,40000020801,182645,29
4/7/2025,461,4,40000020228,182648,16
4/7/2025,461,4,40000020790,182649,112
4/7/2025,461,2,41461000195,410618,131
4/7/2025,461,4,44000323352,182651,55
4/7/2025,461,2,41453014890,410611,21
4/7/2025,461,4,44000101720,182643,55
4/7/2025,461,4,41461003117,182657,10
4/7/2025,461,4,41461005077,182685,5
4/7/2025,461,4,40000029308,182677,48
4/7/2025,461,2,41461004425,410623,55
4/7/2025,461,4,40000022501,182690,10
4/7/2025,461,4,44000304609,182691,28
4/7/2025,461,4,44000297832,182658,7
4/7/2025,461,4,40000020320,182668,90
4/7/2025,461,4,40000020616,182678,17
4/7/2025,461,2,40000020044,410627,37
4/7/2025,461,2,40000020696,410636,23
4/7/2025,461,2,40000020148,410639,13
4/7/2025,461,4,41461004508,182704,52
4/7/2025,461,2,40000020512,410637,21
4/7/2025,461,4,41450001932,182707,28
4/7/2025,461,4,41451000016,182708,66
4/7/2025,461,4,40000021005,182705,22
4/7/2025,461,2,40000020608,410644,26
4/7/2025,461,2,44000353102,410645,85
4/7/2025,461,4,40000028493,182711,21
4/7/2025,461,2,41461001155,410651,14
4/7/2025,461,4,40000072613,182718,66
4/7/2025,461,4,41461002357,182721,49
4/7/2025,461,2,40000020173,410657,7
4/7/2025,461,2,40000020059,410660,16
4/7/2025,461,2,40000020126,410665,3
4/7/2025,461,2,41451009245,410661,4
4/7/2025,461,2,40000020722,410662,26
4/7/2025,461,4,40000029113,182747,15
4/7/2025,461,2,40000020867,410658,7
4/7/2025,461,4,44000300444,182737,39
4/7/2025,461,4,40000028104,182738,108
4/7/2025,461,4,44000345282,182748,17
4/7/2025,461,4,41461004854,182750,39
4/7/2025,461,2,40000020217,410670,67
4/7/2025,461,4,44000100257,182740,56
4/7/2025,461,4,40000021610,182752,20
4/7/2025,461,4,40000020063,182756,30
4/7/2025,461,4,40000020809,182758,90
4/7/2025,461,4,44000114487,182759,24
4/7/2025,461,4,8.981E+12,182765,24
4/7/2025,461,4,41461005281,182766,22
4/7/2025,461,4,44000111705,182768,20
4/7/2025,461,4,44000057435,182776,42
4/7/2025,461,4,44000364795,182777,33
4/7/2025,461,4,44000116458,182778,63
4/7/2025,461,2,41461000989,410673,98
4/7/2025,461,3,40000022501,184720,16
4/7/2025,461,2,41461000685,410680,200
4/7/2025,461,4,40000021157,182767,39
4/7/2025,461,4,44000262241,182774,8
4/7/2025,461,4,40000004451,182775,35
4/7/2025,461,2,44000336506,410681,4
4/7/2025,461,2,40000020405,410683,13
4/7/2025,461,2,40000027863,410684,6
4/7/2025,461,2,40000020063,410677,13
4/7/2025,461,3,41461000330,184722,3
4/7/2025,461,2,40000020050,410685,16
4/7/2025,461,2,40000020006,410688,22
4/7/2025,461,2,44000326767,410692,70
4/7/2025,461,3,44000240072,184731,22
4/7/2025,461,3,44000362682,184734,25
4/7/2025,461,3,44000345944,184736,3
4/7/2025,461,2,40000004553,410708,9
4/7/2025,461,2,44000220797,410709,27
4/7/2025,461,3,40000021757,184733,54
4/7/2025,461,2,40000020418,410700,41
4/7/2025,461,2,44000345954,410703,5
4/7/2025,461,3,44000093415,184738,49
4/7/2025,461,2,41461005396,410712,0
4/7/2025,461,2,40000022501,410696,2
4/7/2025,461,3,44000242784,184740,27
4/7/2025,461,2,44000299859,410724,24
4/7/2025,461,2,40000020655,410727,49
4/7/2025,461,2,44000299224,410725,30
4/7/2025,461,3,40000020365,184747,10
4/7/2025,461,3,40000020177,184749,66
4/7/2025,461,2,40000020821,410734,95
4/7/2025,461,2,40000021950,410739,39
4/7/2025,461,2,40000020490,410748,6
4/7/2025,461,2,41461005353,410750,27
4/7/2025,461,2,40000028896,410757,30
4/7/2025,461,2,41461002090,410746,51
4/7/2025,461,2,40000020309,410747,4
4/7/2025,461,2,40000021268,410756,24
4/7/2025,461,3,40000004350,184762,35
4/7/2025,461,3,41461004380,184770,8
4/7/2025,461,3,41461004380,184771,20
4/7/2025,461,4,40000021681,182789,19
4/7/2025,461,3,44000114751,184777,35
4/7/2025,461,3,44000098463,184786,10
4/7/2025,461,2,44000099265,410760,13
4/7/2025,461,3,40000020907,184782,12
4/7/2025,461,3,44000112459,184790,25
4/7/2025,461,3,40000021176,184794,111
4/7/2025,461,2,44000334601,410773,37
4/7/2025,461,2,44000063625,410781,23
4/7/2025,461,2,40000020612,410782,17
4/7/2025,461,2,44000291227,410783,7
4/7/2025,461,2,40000020179,410762,140
4/7/2025,461,2,40000027660,410765,29
4/7/2025,461,2,40000020030,410789,4
4/7/2025,461,3,40000020446,184803,57
4/7/2025,461,2,40000020144,410793,2
4/7/2025,461,3,44000208586,184809,66
4/7/2025,461,3,41461005397,184810,3
4/7/2025,461,2,44000324560,410768,10
4/8/2025,461,1,40000022516,363459,45
4/8/2025,461,2,40000020716,410800,12
4/8/2025,461,2,40000022501,410799,2
4/8/2025,461,2,44000224764,410802,9
4/8/2025,461,2,40000020228,410805,9
4/8/2025,461,2,44000359566,410806,6
4/8/2025,461,2,44000355648,410824,24
4/8/2025,461,2,44000345282,410825,19
4/8/2025,461,2,40000022501,410837,4
4/8/2025,461,2,40000012257,410842,19
4/8/2025,461,2,1.9201E+13,410851,92
4/8/2025,461,2,40000021161,410855,11
4/8/2025,461,2,40000020067,410856,9
4/8/2025,461,2,40000020228,410864,20
4/8/2025,461,2,40000020084,410874,7
4/8/2025,461,2,44000297832,410870,10
4/8/2025,461,2,44000193756,410880,41
4/8/2025,461,2,40000027849,410901,9
4/8/2025,461,2,40000029536,410894,57
4/8/2025,461,2,40000031841,410897,24
4/8/2025,461,2,44000101332,410903,24
4/8/2025,461,4,44000109528,182796,19
4/8/2025,461,4,44000108902,182802,31
4/8/2025,461,2,40000020516,410916,74
4/8/2025,461,2,3.9241E+13,410914,17
4/8/2025,461,2,40000020751,410917,73
4/8/2025,461,2,41461003488,410918,111
4/8/2025,461,4,40000021799,182812,17
4/8/2025,461,2,41461002819,410922,49
4/8/2025,461,4,40000020337,182813,16
4/8/2025,461,4,40000020467,182815,17
4/8/2025,461,2,40000020080,410928,19
4/8/2025,461,4,44000362287,182823,48
4/8/2025,461,4,41461000067,182821,3
4/8/2025,461,1,40000022502,363465,15
4/8/2025,461,2,40000020223,410931,46
4/8/2025,461,1,41461000075,363467,24
4/8/2025,461,2,40000020745,410926,46
4/8/2025,461,2,40000028034,410934,38
4/8/2025,461,2,40000020867,410948,16
4/8/2025,461,3,41451002575,184820,58
4/8/2025,461,2,41451004573,410962,22
4/8/2025,461,2,40000020437,410960,41
4/8/2025,461,2,40000021610,410965,9
4/8/2025,461,2,40000029699,410976,1
4/8/2025,461,2,6.06223E+13,410986,76
4/8/2025,461,2,40000020631,410990,16
4/8/2025,461,2,44000344116,410998,36
4/8/2025,461,3,40000011044,184824,57
4/8/2025,461,2,41450011599,411018,8
4/8/2025,461,2,40000020946,411011,38
4/8/2025,461,3,44000098463,184834,25
4/8/2025,461,2,40000022501,411028,13
4/8/2025,461,2,40000022501,411033,12
4/8/2025,461,2,41451003983,411022,85
4/8/2025,461,2,40000020048,411027,7
4/8/2025,461,3,40000020063,184836,15
4/8/2025,461,3,44000331930,184837,11
4/8/2025,461,3,44000281920,184838,15
4/8/2025,461,2,40000021051,411021,22
4/8/2025,461,3,41461001814,184830,62
4/8/2025,461,2,44000272128,411025,33
4/8/2025,461,2,41461001974,411041,47
4/8/2025,461,3,40000022501,184839,10
4/8/2025,461,2,41461004764,411051,29
4/8/2025,461,2,40000028487,411049,31
4/8/2025,461,3,44000280898,184845,43
4/8/2025,461,2,40000021005,411050,40
4/8/2025,461,3,44000350493,184848,7
4/8/2025,461,4,40000008695,182826,24
4/8/2025,461,4,40000021006,182829,19
4/8/2025,461,2,40000020176,411076,24
4/8/2025,461,2,40000020840,411082,18
4/8/2025,461,2,41461005398,411060,11
4/8/2025,461,2,44000283084,411075,29
4/8/2025,461,2,44000113583,411084,47
4/8/2025,461,2,40000021667,411087,48
4/8/2025,461,2,41461002802,411092,7
4/8/2025,461,4,40000020365,182837,54
4/8/2025,461,2,40000008900,411096,30
4/8/2025,461,2,41451007934,411098,12
4/8/2025,461,4,40000020493,182846,203
4/8/2025,461,2,40000021548,411103,36
4/8/2025,461,4,40000029401,182842,10
4/8/2025,461,2,44000336525,411110,16
4/8/2025,461,3,40000020875,184853,29
4/8/2025,461,2,44000333042,411121,15
4/8/2025,461,3,41461004224,184858,13
4/8/2025,461,2,40000020304,411151,9
4/8/2025,461,3,40000021353,184856,36
4/8/2025,461,2,40000020304,411156,7
4/8/2025,461,2,44000322339,411131,24
4/8/2025,461,2,40000021225,411143,62
4/8/2025,461,2,40000020449,411162,57
4/8/2025,461,3,40000029042,184865,10
4/8/2025,461,2,40000020907,411168,14
4/8/2025,461,3,40000028521,184862,11
4/8/2025,461,2,40000020377,411176,10
4/8/2025,461,2,44000334601,411184,74
4/8/2025,461,2,40000021918,411175,26
4/8/2025,461,2,44000283924,411186,3
4/8/2025,461,2,40000020244,411188,14
4/8/2025,461,2,44000283408,411189,6
4/9/2025,461,2,40000020441,411195,3
4/9/2025,461,2,40000020502,411213,160
4/9/2025,461,2,44000345954,411214,62
4/9/2025,461,2,41461000135,411215,11
4/9/2025,461,2,40000020711,411230,10
4/9/2025,461,2,41450012739,411238,59
4/9/2025,461,2,40000020063,411240,22
