transaction_date,store,terminal,customer_number,transaction_number,points
3/1/2025,451,6,40000028390,116030,300
3/1/2025,451,6,44000004076,116031,150
3/1/2025,451,6,40000007018,116035,300
3/1/2025,451,6,40000006394,116041,250
3/1/2025,451,6,44000221049,116043,200
3/1/2025,451,6,40000020800,116050,100
3/1/2025,451,6,40000028027,116051,550
3/1/2025,451,6,44000318984,116054,100
3/1/2025,451,6,40000027755,116055,50
3/1/2025,451,6,40000022513,116058,150
3/1/2025,451,6,44000057851,116062,100
3/1/2025,451,6,40000005076,116057,50
3/1/2025,451,6,44000224764,116059,950
3/1/2025,451,6,40000008557,116067,150
3/2/2025,451,6,40000029689,116082,200
3/2/2025,451,6,44000229751,116078,200
3/2/2025,451,6,44000109528,116085,200
3/2/2025,451,6,40000005226,116088,100
3/2/2025,451,6,40000020491,116091,250
3/2/2025,451,6,40000028885,116092,100
3/2/2025,451,6,40000028709,116094,450
3/2/2025,451,6,40000027685,116096,100
3/2/2025,451,6,40000006223,116097,150
3/2/2025,451,6,40000028099,116098,200
3/2/2025,451,6,40000020275,116099,200
3/2/2025,451,6,40000027809,116103,250
3/2/2025,451,6,44000348511,116107,50
3/2/2025,451,6,44000060098,116113,100
3/2/2025,451,6,40000021051,116112,100
3/2/2025,451,6,40000029408,116117,450
3/2/2025,451,6,40000021918,116121,300
3/2/2025,451,6,41451003983,116119,350
3/2/2025,451,6,40000029095,116124,300
3/2/2025,451,6,40000027975,116126,600
3/2/2025,451,6,40000029432,116129,100
3/2/2025,451,6,41451001741,116127,200
3/2/2025,451,6,40000029401,116132,50
3/3/2025,451,6,40000020466,116135,200
3/3/2025,451,6,40000021483,116138,100
3/3/2025,451,6,40000028282,116141,500
3/3/2025,451,6,40000020854,116144,300
3/3/2025,451,6,40000027824,116143,150
3/3/2025,451,6,40000020073,116146,450
3/3/2025,451,6,40000028142,116148,350
3/3/2025,451,6,40000028197,116154,200
3/3/2025,451,6,40000028947,116152,50
3/3/2025,451,6,40000006504,116156,200
3/3/2025,451,6,44000252804,116158,300
3/3/2025,451,6,40000029868,116157,100
3/3/2025,451,6,40000005971,116159,250
3/3/2025,451,6,40000013939,116163,100
3/3/2025,451,6,40000027516,116161,150
3/3/2025,451,6,40000006268,116167,150
3/3/2025,451,6,44000004076,116168,50
3/3/2025,451,6,40000028179,116171,50
3/3/2025,451,6,44000098369,116175,300
3/3/2025,451,6,40000020082,116176,100
3/3/2025,451,6,40000021149,116177,50
3/3/2025,451,6,44000197591,116181,300
3/4/2025,451,6,40000029222,116188,50
3/4/2025,451,6,40000028441,116187,300
3/4/2025,451,6,40000005939,116189,250
3/4/2025,451,6,40000027902,116193,50
3/4/2025,451,6,40000020148,116195,100
3/4/2025,451,6,40000021052,116198,100
3/4/2025,451,6,41451004108,116201,50
3/4/2025,451,6,41451006940,116202,200
3/4/2025,451,6,44000338781,116204,250
3/4/2025,451,6,44000004076,116203,50
3/4/2025,451,6,40000027875,116208,850
3/4/2025,451,6,41451005810,116209,100
3/4/2025,451,6,41440001289,116211,50
3/4/2025,451,6,44000102862,116207,100
3/4/2025,451,6,40000020065,116212,250
3/4/2025,451,6,40000028055,116214,150
3/4/2025,451,6,40000020696,116216,50
3/4/2025,451,6,40000020126,116220,950
3/4/2025,451,6,40000022601,116221,100
3/4/2025,451,6,41451009093,116224,50
3/4/2025,451,6,44000098667,116225,500
3/4/2025,451,6,40000021539,116228,300
3/4/2025,451,6,40000029282,116227,150
3/4/2025,451,6,44000224453,116234,50
3/5/2025,451,6,44000278813,116238,150
3/5/2025,451,6,40000005141,116236,100
3/5/2025,451,6,40000027699,116241,100
3/5/2025,451,6,41460000386,116244,50
3/5/2025,451,6,44000283924,116247,200
3/5/2025,451,6,40000020309,116252,400
3/6/2025,451,6,40000005378,116263,200
3/6/2025,451,6,40000007458,116260,250
3/6/2025,451,6,41440006899,116262,100
3/6/2025,451,6,40000006773,116266,250
3/6/2025,451,6,44000197581,116267,150
3/6/2025,451,6,40000028327,116268,550
3/6/2025,451,6,40000027672,116269,250
3/6/2025,451,6,40000027533,116274,900
3/6/2025,451,6,40000028181,116273,250
3/6/2025,451,6,44000095308,116275,50
3/6/2025,451,6,40000020800,116276,50
3/6/2025,451,6,41440006375,116272,250
3/6/2025,451,6,40000006577,116278,50
3/6/2025,451,6,40000020994,116280,350
3/6/2025,451,6,40000020110,116282,50
3/6/2025,451,6,40000027800,116281,50
3/6/2025,451,6,44000344151,116284,350
3/6/2025,451,6,44000098390,116290,200
3/6/2025,451,6,41451008734,116286,50
3/6/2025,451,6,40000006951,116289,400
3/6/2025,451,6,41451009180,116292,50
3/6/2025,451,6,40000027823,116297,350
3/6/2025,451,6,40000005537,116298,50
3/6/2025,451,6,40000020085,116299,100
3/7/2025,451,6,40000028667,116303,50
3/7/2025,451,6,40000028124,116302,150
3/7/2025,451,6,44000098442,116304,100
3/7/2025,451,6,41451002944,116305,50
3/7/2025,451,6,44000282242,116306,100
3/7/2025,451,6,40000028142,116310,150
3/7/2025,451,6,41461000361,116313,700
3/7/2025,451,6,44000262656,116312,150
3/7/2025,451,6,40000028407,116314,50
3/7/2025,451,6,40000028321,116317,500
3/7/2025,451,6,40000005561,116318,50
3/7/2025,451,6,40000027503,116321,350
3/7/2025,451,6,40000028209,116322,150
3/7/2025,451,6,40000006949,116325,50
3/7/2025,451,6,40000020840,116330,400
3/7/2025,451,6,40000028027,116326,50
3/7/2025,451,6,40000020534,116328,450
3/7/2025,451,6,40000028868,116332,200
3/7/2025,451,6,40000007158,116335,50
3/7/2025,451,6,40000020809,116340,150
3/7/2025,451,6,40000027728,116342,150
3/7/2025,451,6,40000029786,116344,100
3/7/2025,451,6,40000022718,116345,50
3/7/2025,451,6,40000020193,116347,450
3/7/2025,451,6,40000006290,116348,100
3/7/2025,451,6,40000028902,116357,200
3/8/2025,451,6,44000314073,116358,250
3/7/2025,451,6,40000029438,116355,100
3/7/2025,451,6,40000020449,116356,150
3/8/2025,451,6,44000214867,116362,250
3/8/2025,451,6,41451000640,116364,100
3/8/2025,451,6,40000020860,116365,300
3/8/2025,451,6,40000027852,116368,50
3/8/2025,451,6,40000028589,116369,100
3/8/2025,451,6,44000098583,116371,100
3/8/2025,451,6,40000027825,116370,250
3/8/2025,451,6,41461000067,116372,400
3/8/2025,451,6,40000027885,116373,150
3/8/2025,451,6,40000027824,116374,150
3/8/2025,451,6,44000115441,116376,150
3/8/2025,451,6,41451004196,116379,200
3/8/2025,451,6,41451008178,116383,1600
3/8/2025,451,6,41440008719,116384,50
3/8/2025,451,6,44000095658,116382,550
3/8/2025,451,6,40000020582,116381,50
3/8/2025,451,6,40000020009,116386,500
3/8/2025,451,6,40000028981,116388,300
3/8/2025,451,6,44000346864,116390,150
3/8/2025,451,6,40000020365,116387,100
3/8/2025,451,6,40000028062,116389,50
3/8/2025,451,6,40000005214,116393,1300
3/8/2025,451,6,40000005393,116395,150
3/8/2025,451,6,40000005401,116396,150
3/8/2025,451,6,40000028029,116402,250
3/8/2025,451,6,40000020063,116403,700
3/8/2025,451,6,40000022643,116404,300
3/8/2025,451,6,40000028288,116405,100
3/8/2025,451,6,40000020720,116407,350
3/8/2025,451,6,41461002310,116408,100
3/8/2025,451,6,44000196997,116412,50
3/9/2025,451,6,40000022516,116416,100
3/9/2025,451,6,41451000513,116419,150
3/9/2025,451,6,40000027685,116414,50
3/9/2025,451,6,40000028140,116417,300
3/9/2025,451,6,40000005259,116420,150
3/9/2025,451,6,40000020263,116421,400
3/9/2025,451,6,40000028136,116422,50
3/9/2025,451,6,44000351757,116423,50
3/9/2025,451,6,40000020082,116427,50
3/9/2025,451,6,40000022524,116430,300
3/9/2025,451,6,40000020126,116431,50
3/9/2025,451,6,41440009354,116433,400
3/9/2025,451,6,44000101910,116432,350
3/9/2025,451,6,40000005484,116436,50
3/9/2025,451,6,40000028579,116438,100
3/9/2025,451,6,40000027630,116435,350
3/9/2025,451,6,40000028297,116441,250
3/9/2025,451,6,40000029829,116443,100
3/9/2025,451,6,40000005924,116447,50
3/9/2025,451,6,44000281172,116448,50
3/9/2025,451,6,40000007396,116449,100
3/10/2025,451,6,41451000330,116454,50
3/10/2025,451,6,40000020608,116456,100
3/10/2025,451,6,40000028718,116457,100
3/10/2025,451,6,40000027804,116461,300
3/10/2025,451,6,44000256146,116459,100
3/10/2025,451,6,40000028851,116462,50
3/10/2025,451,6,40000027502,116466,200
3/10/2025,451,6,40000011516,116469,500
3/10/2025,451,6,44000283287,116470,200
3/10/2025,451,6,40000008900,116472,300
3/10/2025,451,6,44000338989,116471,200
3/10/2025,451,6,41461003415,116476,150
3/10/2025,451,6,40000027807,116477,100
3/10/2025,451,6,44000229234,116481,200
3/10/2025,451,6,40000028925,116483,150
3/10/2025,451,6,44000326767,116487,150
3/10/2025,451,6,40000028870,116501,150
3/10/2025,451,6,40000022513,116491,100
3/10/2025,451,6,44000057435,116492,250
3/10/2025,451,6,40000020907,116502,200
3/10/2025,451,6,44000311049,116504,150
3/10/2025,451,6,40000029401,116507,100
3/10/2025,451,6,41440001289,116508,50
3/10/2025,451,6,40000028401,116510,100
3/11/2025,451,6,41451006047,116512,100
3/11/2025,451,6,40000028858,116511,100
3/11/2025,451,6,40000029732,116514,150
3/11/2025,451,6,40000020495,116515,400
3/11/2025,451,6,40000029155,116516,100
3/11/2025,451,6,40000028954,116517,100
3/11/2025,451,6,40000029304,116521,150
3/11/2025,451,6,41451008467,116520,50
3/11/2025,451,6,41451001640,116522,50
3/11/2025,451,6,40000028311,116524,200
3/11/2025,451,6,40000020760,116526,550
3/11/2025,451,6,40000021149,116527,50
3/11/2025,451,6,44000346446,116530,50
3/11/2025,451,6,40000006619,116531,150
3/11/2025,451,6,40000027605,116533,150
3/11/2025,451,6,40000006420,116535,300
3/11/2025,451,6,40000028570,116538,250
3/11/2025,451,6,44000223127,116542,150
3/11/2025,451,6,40000021757,116546,200
3/11/2025,451,6,40000005417,116539,650
3/11/2025,451,6,40000006622,116544,200
3/11/2025,451,6,40000029534,116552,50
3/11/2025,451,6,40000020876,116553,400
3/11/2025,451,6,40000020397,116555,150
3/11/2025,451,6,41451008734,116559,50
3/11/2025,451,6,40000027826,116560,350
3/11/2025,451,6,40000027508,116558,100
3/11/2025,451,6,40000021638,116562,200
3/12/2025,451,6,40000027545,116565,450
3/12/2025,451,6,44000301758,116563,100
3/12/2025,451,6,40000028840,116567,150
3/12/2025,451,6,40000027995,116570,500
3/12/2025,451,6,40000006760,116571,200
3/12/2025,451,6,40000028104,116573,300
3/12/2025,451,6,40000005337,116574,200
3/12/2025,451,6,40000027530,116583,50
3/12/2025,451,6,40000020083,116585,100
3/12/2025,451,6,40000029015,116586,200
3/12/2025,451,6,40000005183,116587,150
3/12/2025,451,6,40000028721,116589,800
3/12/2025,451,6,41451002538,116590,150
3/12/2025,451,6,44000114751,116591,200
3/12/2025,451,6,40000028118,116594,200
3/12/2025,451,6,41451008734,116595,50
3/12/2025,451,6,40000005275,116593,50
3/12/2025,451,6,40000027602,116596,150
3/12/2025,451,6,41451000640,116601,50
3/12/2025,451,6,40000020418,116605,800
3/12/2025,451,6,41440001260,116608,200
3/12/2025,451,6,40000021539,116610,200
3/12/2025,451,6,40000020467,116613,300
3/12/2025,451,6,40000027630,116617,100
3/13/2025,451,6,40000007458,116620,150
3/13/2025,451,6,44000350286,116618,100
3/13/2025,451,6,40000021052,116626,50
3/13/2025,451,6,41440008719,116627,50
3/13/2025,451,6,40000020840,116629,50
3/13/2025,451,6,40000028126,116630,450
3/13/2025,451,6,40000020164,116632,400
3/13/2025,451,6,40000020337,116641,200
3/13/2025,451,6,41451001504,116639,150
3/13/2025,451,6,41440006375,116642,50
3/13/2025,451,6,40000028102,116646,150
3/13/2025,451,6,40000029033,116647,250
3/13/2025,451,6,40000005148,116650,150
3/13/2025,451,6,40000005259,116651,50
3/13/2025,451,6,40000028296,116652,50
3/13/2025,451,6,41440006899,116654,200
3/13/2025,451,6,40000029425,116657,50
3/13/2025,451,6,44000101604,116658,200
3/13/2025,451,6,40000027672,116663,100
3/13/2025,451,6,40000005292,116665,100
3/13/2025,451,6,41440006079,116666,150
3/13/2025,451,6,40000027540,116668,350
3/13/2025,451,6,40000022520,116669,450
3/13/2025,451,6,40000028084,116670,800
3/14/2025,451,6,40000028450,116673,150
3/14/2025,451,6,40000028718,116675,50
3/14/2025,451,6,41451005785,116682,150
3/14/2025,451,6,40000021051,116683,50
3/14/2025,451,6,44000106518,116684,50
3/14/2025,451,6,40000020201,116690,200
3/14/2025,451,6,40000006949,116693,50
3/14/2025,451,6,40000028257,116694,50
3/14/2025,451,6,40000027657,116697,50
3/14/2025,451,6,40000020507,116698,500
3/14/2025,451,6,40000006097,116699,250
3/14/2025,451,6,40000006012,116701,100
3/14/2025,451,6,40000020006,116702,100
3/14/2025,451,6,41451001093,116703,50
3/14/2025,451,6,41451004982,116707,150
3/14/2025,451,6,40000028269,116706,150
3/14/2025,451,6,41461000143,116708,150
3/14/2025,451,6,44000299859,116710,200
3/14/2025,451,6,41451000908,116715,250
3/14/2025,451,6,41440003634,116719,100
3/14/2025,451,6,40000028062,116722,100
3/14/2025,451,6,40000027516,116721,100
3/14/2025,451,6,44000266976,116727,250
3/14/2025,451,6,41440006869,116724,250
3/14/2025,451,6,41451004699,116726,50
3/14/2025,451,6,40000021413,116729,50
3/14/2025,451,6,40000005393,116730,50
3/14/2025,451,6,40000027837,116735,150
3/14/2025,451,6,44000095658,116740,50
3/15/2025,451,6,40000022516,116753,250
3/15/2025,451,6,40000020634,116756,350
3/15/2025,451,6,40000028358,116764,350
3/15/2025,451,6,44000323352,116767,1450
3/15/2025,451,6,44000006391,116768,100
3/15/2025,451,6,40000020441,116770,450
3/15/2025,451,6,40000021483,116772,200
3/15/2025,451,6,40000020907,116776,150
3/15/2025,451,6,41440001211,116777,200
3/15/2025,451,6,40000020300,116779,550
3/15/2025,451,6,40000017789,116780,150
3/15/2025,451,6,40000027764,116782,350
3/15/2025,451,6,44000117250,116788,50
3/15/2025,451,6,41461000656,116783,500
3/15/2025,451,6,40000006058,116786,200
3/15/2025,451,6,40000027604,116789,500
3/15/2025,451,6,40000005975,116792,450
3/15/2025,451,6,40000027755,116794,50
3/15/2025,451,6,40000020638,116796,250
3/16/2025,451,6,40000028142,116799,100
3/16/2025,451,6,40000020800,116805,50
3/16/2025,451,6,41451004734,116802,200
3/16/2025,451,6,41451000330,116803,50
3/16/2025,451,6,40000027852,116804,50
3/16/2025,451,6,40000005378,116806,200
3/16/2025,451,6,40000020306,116814,100
3/16/2025,451,6,40000006434,116816,350
3/16/2025,451,6,40000027976,116818,600
3/16/2025,451,6,40000020063,116817,200
3/16/2025,451,6,44000098369,116819,250
3/16/2025,451,6,40000020875,116823,400
3/16/2025,451,6,40000027932,116824,50
3/16/2025,451,6,44000004076,116827,50
3/16/2025,451,6,40000029719,116822,50
3/16/2025,451,6,40000027803,116831,150
3/16/2025,451,6,44000101500,116830,650
3/16/2025,451,6,40000028288,116835,100
3/16/2025,451,6,40000028683,116836,100
3/16/2025,451,6,40000005721,116834,100
3/16/2025,451,6,40000005239,116838,150
3/16/2025,451,6,40000028774,116839,100
3/16/2025,451,6,40000027685,116847,50
3/16/2025,451,6,40000030029,116852,250
3/16/2025,451,6,40000020649,116855,100
3/17/2025,451,6,40000007458,116856,150
3/17/2025,451,6,40000005978,116859,200
3/17/2025,451,6,40000005484,116860,50
3/17/2025,451,6,40000005438,116863,250
3/17/2025,451,6,44000102862,116865,50
3/17/2025,451,6,40000020533,116867,200
3/17/2025,451,6,40000017823,116870,150
3/17/2025,451,6,41440004215,116869,200
3/17/2025,451,6,44000277057,116877,250
3/17/2025,451,6,40000028324,116879,50
3/17/2025,451,6,40000027800,116881,100
3/17/2025,451,6,40000027849,116886,300
3/17/2025,451,6,40000005349,116882,100
3/17/2025,451,6,40000022538,116884,250
3/17/2025,451,6,40000006414,116890,500
3/17/2025,451,6,40000005393,116892,50
3/17/2025,451,6,41453005334,116887,100
3/17/2025,451,6,40000005856,116891,100
3/17/2025,451,6,40000028870,116894,100
3/17/2025,451,6,40000029401,116897,100
3/18/2025,451,6,40000028467,116903,100
3/18/2025,451,6,41453014377,116907,50
3/18/2025,451,6,41451009093,116908,50
3/18/2025,451,6,40000020745,116906,600
3/18/2025,451,6,40000020275,116912,250
3/18/2025,451,6,44000282242,116917,50
3/18/2025,451,6,40000028327,116918,350
3/18/2025,451,6,40000029699,116921,200
3/18/2025,451,6,40000028027,116922,250
3/18/2025,451,6,41451006940,116923,50
3/18/2025,451,6,40000005610,116926,50
3/18/2025,451,6,40000028151,116925,400
3/18/2025,451,6,40000005561,116928,50
3/18/2025,451,6,40000027621,116931,250
3/18/2025,451,6,40000028947,116930,150
3/18/2025,451,6,40000020365,116932,50
3/18/2025,451,6,40000007108,116934,150
3/18/2025,451,6,40000005677,116940,250
3/18/2025,451,6,44000299904,116943,50
3/18/2025,451,6,44000353551,116945,200
3/18/2025,451,6,40000028175,116950,200
3/18/2025,451,6,40000020356,116952,250
3/18/2025,451,6,44000224453,116954,50
3/18/2025,451,6,40000020617,116957,100
3/19/2025,451,6,40000007458,116961,50
3/19/2025,451,6,44000090093,116967,50
3/18/2025,451,6,40000005537,116958,50
3/19/2025,451,6,41440006899,116964,150
3/19/2025,451,6,40000011930,116969,200
3/19/2025,451,6,40000028858,116970,250
3/19/2025,451,6,40000020011,116974,450
3/19/2025,451,6,40000028627,116975,200
3/19/2025,451,6,44000105350,116973,100
3/19/2025,451,6,40000027902,116977,150
3/19/2025,451,6,41461000022,116978,200
3/19/2025,451,6,40000027870,116979,150
3/19/2025,451,6,40000028699,116982,350
3/19/2025,451,6,41451004196,116984,200
3/19/2025,451,6,40000020696,116985,150
3/19/2025,451,6,40000021225,116986,300
3/19/2025,451,6,40000005243,116993,200
3/19/2025,451,6,40000029400,116994,200
3/19/2025,451,6,44000256146,116997,50
3/19/2025,451,6,41461002488,117001,300
3/19/2025,451,6,40000020606,117002,750
3/19/2025,451,6,40000005715,117005,150
3/19/2025,451,6,40000006949,117009,50
3/19/2025,451,6,41440002792,117014,100
3/19/2025,451,6,40000028870,117012,50
3/20/2025,451,6,40000005172,117022,100
3/20/2025,451,6,40000008483,117028,650
3/20/2025,451,6,44000095308,117030,100
3/20/2025,451,6,41451005881,117035,50
3/20/2025,451,6,41451003636,117043,250
3/20/2025,451,6,40000022718,117044,250
3/20/2025,451,6,41461002802,117049,250
3/20/2025,451,6,44000230208,117052,400
3/20/2025,451,6,40000028873,117045,200
3/20/2025,451,6,40000027824,117046,100
3/20/2025,451,6,40000020358,117047,100
3/20/2025,451,6,40000007380,117051,350
3/21/2025,451,6,41461003454,117062,200
3/21/2025,451,6,40000028718,117064,50
3/21/2025,451,6,40000022601,117063,200
3/21/2025,451,6,41461005353,117066,150
3/21/2025,451,6,40000027672,117067,150
3/21/2025,451,6,40000028514,117068,100
3/21/2025,451,6,40000023121,117070,400
3/21/2025,451,6,44000288392,117071,3050
3/21/2025,451,6,40000021638,117072,50
3/21/2025,451,6,40000020220,117074,250
3/21/2025,451,6,40000028027,117076,100
3/21/2025,451,6,40000005203,117079,450
3/21/2025,451,6,40000029948,117080,400
3/21/2025,451,6,40000006324,117082,250
3/21/2025,451,6,40000020840,117085,50
3/21/2025,451,6,40000028412,117087,50
3/21/2025,451,6,40000027630,117091,50
3/21/2025,451,6,44000214867,117093,100
3/22/2025,451,6,40000007158,117096,50
3/22/2025,451,6,40000021483,117098,150
3/22/2025,451,6,40000027602,117100,150
3/22/2025,451,6,40000005558,117104,500
3/22/2025,451,6,40000020634,117106,250
3/22/2025,451,6,40000028651,117107,150
3/22/2025,451,6,40000020272,117110,800
3/22/2025,451,6,40000020126,117112,250
3/22/2025,451,6,40000005362,117114,250
3/22/2025,451,6,40000005259,117117,100
3/22/2025,451,6,40000028787,117118,200
3/22/2025,451,6,40000029432,117120,100
3/22/2025,451,6,40000028322,117121,400
3/22/2025,451,6,40000029226,117126,50
3/22/2025,451,6,40000029530,117127,200
3/22/2025,451,6,40000020063,117128,200
3/22/2025,451,6,44000224764,117132,600
3/22/2025,451,6,40000008557,117134,200
3/22/2025,451,6,40000028858,117136,150
3/22/2025,451,6,44000116458,117137,2500
3/23/2025,451,6,44000223127,117141,50
3/23/2025,451,6,41451008318,117142,700
3/23/2025,451,6,40000027851,117144,800
3/23/2025,451,6,40000027809,117148,150
3/23/2025,451,6,40000020696,117146,50
3/23/2025,451,6,40000028140,117150,50
3/23/2025,451,6,40000022513,117154,250
3/23/2025,451,6,40000005924,117153,50
3/23/2025,451,6,40000028488,117157,100
3/23/2025,451,6,41451001093,117158,250
3/23/2025,451,6,40000013487,117161,100
3/23/2025,451,6,41451000640,117162,250
3/23/2025,451,6,40000028368,117164,350
3/24/2025,451,6,41440007732,117167,450
3/24/2025,451,6,40000027602,117170,50
3/24/2025,451,6,40000027685,117168,50
3/24/2025,451,6,44000339231,117169,50
3/24/2025,451,6,44000199254,117174,400
3/24/2025,451,6,40000020167,117175,250
3/24/2025,451,6,40000020754,117179,200
3/24/2025,451,6,40000028181,117178,200
3/24/2025,451,6,40000020507,117180,100
3/24/2025,451,6,41451001041,117183,100
3/24/2025,451,6,40000027617,117185,350
3/24/2025,451,6,40000020240,117193,750
3/24/2025,451,6,40000028104,117192,150
3/24/2025,451,6,40000005484,117194,50
3/24/2025,451,6,41451004699,117195,50
3/24/2025,451,6,40000020809,117205,300
3/24/2025,451,6,41451003615,117206,100
3/24/2025,451,6,40000029592,117199,450
3/24/2025,451,6,41451001251,117203,50
3/24/2025,451,6,40000006525,117204,400
3/24/2025,451,6,40000006223,117209,100
3/24/2025,451,6,40000028327,117210,400
3/24/2025,451,6,40000028126,117211,250
3/24/2025,451,6,44000224453,117214,50
3/25/2025,451,6,44000256146,117218,50
3/25/2025,451,6,41451006047,117223,150
3/25/2025,451,6,41440001080,117224,200
3/25/2025,451,6,41440008719,117225,50
3/25/2025,451,6,40000028297,117226,200
3/25/2025,451,6,40000027820,117227,700
3/25/2025,451,6,40000007005,117228,350
3/25/2025,451,6,40000027770,117229,650
3/25/2025,451,6,41451005810,117232,100
3/25/2025,451,6,44000338781,117235,250
3/25/2025,451,6,41440006899,117236,200
3/25/2025,451,6,40000020418,117240,350
3/25/2025,451,6,40000020925,117237,150
3/25/2025,451,6,40000028357,117238,100
3/25/2025,451,6,40000020611,117242,900
3/25/2025,451,6,40000006622,117244,200
3/25/2025,451,6,40000020309,117243,350
3/25/2025,451,6,41451008734,117252,150
3/25/2025,451,6,40000020030,117251,1000
3/25/2025,451,6,41451000908,117259,50
3/26/2025,451,6,40000021293,117261,250
3/26/2025,451,6,44000006391,117264,150
3/26/2025,451,6,41440009157,117263,400
3/26/2025,451,6,40000006336,117269,200
3/26/2025,451,6,40000006604,117265,150
3/26/2025,451,6,40000027657,117268,100
3/26/2025,451,6,44000348511,117271,50
3/26/2025,451,6,40000028099,117273,600
3/26/2025,451,6,44000279469,117274,50
3/26/2025,451,6,40000028912,117275,200
3/26/2025,451,6,40000006241,117276,400
3/26/2025,451,6,40000020300,117281,100
3/26/2025,451,6,40000028235,117282,550
3/26/2025,451,6,40000020201,117284,200
3/26/2025,451,6,40000028707,117287,450
3/26/2025,451,6,40000029425,117289,50
3/26/2025,451,6,44000059169,117288,50
3/26/2025,451,6,44000116458,117292,150
3/26/2025,451,6,40000027837,117293,50
3/26/2025,451,6,40000027716,117295,100
3/26/2025,451,6,40000020269,117301,950
3/26/2025,451,6,41440001260,117299,100
3/26/2025,451,6,40000029282,117304,150
3/26/2025,451,6,44000257002,117305,300
3/26/2025,451,6,41461000656,117307,50
3/26/2025,451,6,40000029401,117308,100
3/26/2025,451,6,40000028272,117309,100
3/26/2025,451,6,44000271626,117312,600
3/27/2025,451,6,40000027824,117320,150
3/27/2025,451,6,40000006105,117319,50
3/27/2025,451,6,40000027852,117328,50
3/27/2025,451,6,40000027935,117329,50
3/27/2025,451,6,40000028230,117326,400
3/27/2025,451,6,41440006375,117332,150
3/27/2025,451,6,41440001888,117337,150
3/27/2025,451,6,40000028358,117341,100
3/27/2025,451,6,40000028840,117340,100
3/27/2025,451,6,40000007327,117344,400
3/27/2025,451,6,40000005561,117347,50
3/27/2025,451,6,40000028246,117348,300
3/27/2025,451,6,41451001701,117350,150
3/27/2025,451,6,40000020173,117352,750
3/27/2025,451,6,40000030029,117357,150
3/27/2025,451,6,41451008645,117360,500
3/28/2025,451,6,41440006899,117366,150
3/28/2025,451,6,40000028851,117367,100
3/28/2025,451,6,40000027708,117375,150
3/28/2025,451,6,41451008318,117372,100
3/28/2025,451,6,44000099265,117374,450
3/28/2025,451,6,41451000513,117377,100
3/28/2025,451,6,40000020534,117376,200
3/28/2025,451,6,40000020170,117378,400
3/28/2025,451,6,40000020084,117379,750
